id	filename	md5	size	state
219792f4-c25c-4614-92e5-69d412d3d480	a2eb131b-ee21-4502-b626-ee4cd42ef1ea.FPKM.txt.gz	42c0966e3cd826703978bee66aa331a5	518266	released
fc41c418-bbf1-431f-a808-2cc4a7f7b3c8	1f997074-0020-47e6-9928-5bf7209c552d.FPKM.txt.gz	49d951e38b8d79cc85379442998924ea	516305	released
21476dc7-71b0-4af2-890d-2bc50632ad14	13990c37-cf67-4b43-b962-6b7e99ffc995.FPKM.txt.gz	55298fe295753fec3bf2b3fc1c41ee67	513292	released
516a4b00-110d-48e9-a37b-bd3c5d72a146	99361799-62be-416d-8f9c-f7da515c596a.FPKM.txt.gz	bcd63e0a7aec573e0ed92708e2f94925	520866	released
6c12b460-bf8f-49d4-aa31-cfab76dc1ba4	6e5b77f6-07d2-4bb3-8356-9a96bfa9b9e1.FPKM.txt.gz	00a95f954ea88f9e9140e05fa5f7ec01	520940	released
233cdfef-3598-4796-85f0-2070f97f039e	0d3f6c60-6dac-4bc3-8152-72e558f8b2f0.FPKM.txt.gz	4267cf578416199dd1ac882eb7a36b40	546436	released
861d6a74-03e3-4b46-959c-c5f34703243f	6d60eab2-3b0a-4c35-9fc2-f4c8b7c5b894.FPKM.txt.gz	45a4a5f623c183be313902152c78628a	519266	released
e285a151-7a28-4ae4-a038-e3573d279058	254023bc-c2bd-4d26-8f62-b18e2906037d.FPKM.txt.gz	8e1861f1d2b682e5105ad332f06101e4	503363	released
12660efe-b407-4707-be02-50000ad19779	61ce076e-eb53-47d1-a930-0ca2e70407c6.FPKM.txt.gz	81ca82bfc65291f2ea6396f1ab2e750b	528641	released
a6667f6e-5de8-4ad2-9b25-d16c67e2a4fe	7f63d097-d3b0-484f-84ed-985718c4af7f.FPKM.txt.gz	7a1d8fb303eecf770f134cea42e66ea3	525519	released
9a395b31-1f09-4fe3-a5fc-a48e4c5c99fc	a6133d23-58ac-4fab-b426-007af2b261fd.FPKM.txt.gz	a9f2be6a2283a5ca30fe5405839fec99	520623	released
2ff31ca8-e6bb-4cc8-96b0-5965827d0371	d5c5db61-77d0-48c7-b669-da590752f179.FPKM.txt.gz	340afbf845a41d2a706d0698865e1a28	513540	released
d74b2cf9-00be-4d82-84c0-55f995528375	7d0cbdee-8343-4fac-98ac-ef1b4e7e533b.FPKM.txt.gz	87c85de9a9671cf63c4ab4b01fb56ef1	526427	released
86ef1131-06a2-4d47-8fd2-3cf74aa641bb	85c6321d-c39a-4ce9-a890-25544c54fd3f.FPKM.txt.gz	88f31331d87dfdf04b26ed2da2399e29	534796	released
63a1f62a-324b-4784-8f33-5f4ba592ffdb	8c39bcac-282f-4ea4-84ae-821f9a147344.FPKM.txt.gz	79def901d8ac331a7538ba967a16b5b6	520056	released
32bfddeb-c4d5-47fa-9a9e-b630f6d4ad80	8f6ec7f3-e417-4978-b866-ca4e488fada5.FPKM.txt.gz	8c2883e8ab6130af6912c3a16f1389e7	538311	released
a16ee872-e866-42a3-9ea8-7e89370d80ed	5f86524f-b1b9-4511-9f23-3d5b34bb8cf4.FPKM.txt.gz	d46d79bb117fe9dc5d6610e7d312013d	505745	released
33daf7a6-92d6-4193-af31-43ba0dc42f7d	e78cab9d-1b43-4416-8dbc-78d51558d895.FPKM.txt.gz	95639d4bee15a24f4c2d1547676410f4	514368	released
ebdc9560-9c40-4e2a-ac48-0367c3652098	87ccd166-7fbd-498c-b03f-d4c369ff30ef.FPKM.txt.gz	aee909ecd8a46b3bc0b30e6c3c01455c	543176	released
b765fb5b-379a-4002-8237-3069923c5466	42959bfe-1a62-465f-aafc-684d973b43f7.FPKM.txt.gz	67e389c78623a2804145fd524303d917	524860	released
efc5b79c-18d2-4985-853a-589ef8113c4d	a1c4f19e-079e-47e7-8939-3122c56bbb98.FPKM.txt.gz	c6e8debd087ff0fd0975d4c7e60c9cf7	521349	released
03d787f7-0d18-428a-88ef-6fa491f7aead	36de0aa6-191b-4a7e-b4e7-4f37f68c9ced.FPKM.txt.gz	32ed3b3af2b9c9b19b8fc49a6bf23795	564258	released
058d9d24-51b6-4e12-a0d5-5356575c0008	ae9e2486-4cc2-4bf6-bbeb-c467833080d7.FPKM.txt.gz	1c40ef08f81f079e0f7871f92e44ce25	530073	released
235e0496-e966-46c7-b54d-92d1f3b966a5	6d4c0d48-9f92-48cb-be27-a3f5d5173b42.FPKM.txt.gz	1336910f1176f196cdf79fe00e5e4ae9	519894	released
07214e5e-0374-451b-8081-11c815065e48	85fe5749-1fef-49a2-bbac-9200c3c5a1cb.FPKM.txt.gz	f772314809785220b3deddb4ef48c597	550972	released
873a4e74-cfb3-46ff-939d-22afa727fd6c	44ed61ae-e74e-40d7-98ce-7803e040567f.FPKM.txt.gz	82a43da3ebaef4e3bf29b00f76aa2d29	543668	released
76111e51-9170-4486-a4ce-f7b9064a0e1b	2ab2d4f1-4171-4326-91e1-e2c795004468.FPKM.txt.gz	f1c2ad33a0c7925c709fd2e691878118	546236	released
03797a1c-5269-4177-9712-be7c0f12976b	a65ae799-abca-4512-a65f-04f775818ab2.FPKM.txt.gz	112668c4b35e4edf1128f0eeb39739d5	552156	released
5c5eb8c1-6dc1-463e-9044-1e386deeff75	2c15cc20-2347-4bfc-826d-a062f6d74b46.FPKM.txt.gz	a5c91c3535e768e4647687b8603f3fe6	536724	released
e5a8e2d1-c906-4ed1-b872-d24f572d38b4	8c70399c-a49d-4d3f-9f4f-c2fa052693c5.FPKM.txt.gz	b6e32b18cd7505df6b13c9a917a5c218	505791	released
6b06cd00-3bd0-4a1f-b6e3-652dbd8abf82	6575cdf0-09dd-4511-a487-d201184ecce0.FPKM.txt.gz	70cc927c61203aeae1d5cd856f5a05ad	487155	released
97d14093-46ae-4103-ac9a-b961823c77b1	6b7c8252-486c-49cc-9bfe-f8ccd0f331c0.FPKM.txt.gz	dc0cb182cb052980cd56f65ddea6c22e	510007	released
67143092-da0e-4601-87a5-9e71c46179ca	13fe6d54-192b-4e93-92a8-02ab20e589ed.FPKM.txt.gz	65f1d940fe7a83db32809f653ca6e932	508581	released
e7af1820-6566-4b48-a156-b5a76229c3ec	996a777f-f01c-4cec-a8a5-0c56a62d2711.FPKM.txt.gz	9946b27800aaaa075d1be0a7ad7a4bff	507539	released
3dee2820-aa60-4f15-9d39-9d362e54f30a	60e53fcc-1b81-47f8-910c-fe2600dd358a.FPKM.txt.gz	d930305f16fa880d672789e6c097e301	480709	released
d0aefd1f-b5cd-4803-b21e-c263098ec523	4d004381-77dc-4fab-831d-2e6b999ce315.FPKM.txt.gz	9cf95080887281b807c0b5dd5b7b1810	531222	released
ef8f2c70-fa4d-47ed-ace9-821f245857df	803ba202-222f-4023-bf02-197eaf151687.FPKM.txt.gz	7c7262f8aff380fa80cbb467f401aacf	523001	released
f6166fac-9cd9-4f2e-a8e9-e08fcce0d380	ff7a8aa0-f671-441d-adfb-e1139614a47a.FPKM.txt.gz	32fb5de7febd523776a4395eb032ab42	546840	released
02285926-3daa-4557-8ec4-20e053b63458	68b761c0-25b5-40ee-918f-869141f6fb9b.FPKM.txt.gz	5fb2cf0c6486a206c33d2728ef4bb715	506109	released
94f8c86b-e624-4632-9d2d-17bf67404ee4	156b326a-3fa5-4394-af29-7db1c2f3463b.FPKM.txt.gz	5a2007791e4e57793f648bfc8f992445	551388	released
88099a14-54c5-460a-8cbf-424c13ab4f4e	29e88863-d1b0-4da0-be95-d0a82eb1d08b.FPKM.txt.gz	14bb80c9ec256be5f5377724b2acce09	513780	released
786bfa30-4777-4b8c-a108-7fc9fc9bc427	75ad3961-85e4-44b3-aeca-e04e884ca741.FPKM.txt.gz	f799482f594fbee824e43641e8c0c038	504220	released
0b9c35e3-b0e9-4b7a-b0fd-8a837edf872e	640ccf3e-487f-49ca-8df6-67e10d852c9e.FPKM.txt.gz	bd81b6b262ed55611bd142b64b081b10	519867	released
8e05498d-e45b-4f64-a37d-6e9d31b9fd67	7f0f64a8-9610-4663-acdd-a769573e9f4b.FPKM.txt.gz	5a6db622e6a201e3b281adcf367249b9	516747	released
f2cdc374-922d-4478-813a-a37c687fbb15	ecbab673-6313-4396-86aa-b06c67513c3b.FPKM.txt.gz	b310b09fc2552ad2093f5a7669f0927d	519829	released
b337fe4d-54ac-43bb-9c3e-7788f6ac15cb	b7fcdf45-6b26-46e8-aa40-2761354d1251.FPKM.txt.gz	9eddc60c62bd7793e932fd425928b62f	539858	released
5cc494b1-85fa-4415-943c-1cf31a27242a	6ad85b23-1f2d-411e-b65e-fefa28732508.FPKM.txt.gz	8e5d954c03f6fed8eaae664dcf0976b4	520471	released
688d3f1b-44b8-400a-a758-67c7e41c6acc	5280acda-9a1d-4feb-b6ae-1234cb6dabdf.FPKM.txt.gz	1036c68b4b1ce51d2395d8ee048ab1be	616613	released
5f1961e3-22ab-4d7a-93b3-eb8d49f9c313	39a335c9-018d-46c9-a966-bbec6d1f19cb.FPKM.txt.gz	1a4c42237e3ff841ae4628abe35c1b54	527358	released
6d59f8c1-e7a6-4cd2-8957-57935d159383	b6210d2c-2c94-4b86-925d-a15ee151487b.FPKM.txt.gz	dc00f6c8cee8878fd6ee3c583f07d5e2	558964	released
a3b2e092-f8be-470b-b6a1-0eb2520d6225	19f69768-21e1-4752-946c-98ba7614a68e.FPKM.txt.gz	a56dfd17717ebec210f039217c39c390	549675	released
9521e067-f3e9-451d-b856-f0e1a7a2b56a	2a8012b9-2405-4f23-819f-ba1be239d009.FPKM.txt.gz	1f4547e2daf8af9a99528f99db7f5d36	634013	released
ac25f7c2-a7bf-412e-b4ae-2b131c9dccd3	53f74076-94a8-425d-bf61-71f90fabd2cc.FPKM.txt.gz	41584bea6b79207edc2b958a5397995b	579536	released
12897a76-8514-4f8e-9279-53d429100b8e	fa2d9956-d7ec-46a5-b729-2a53520ba2ee.FPKM.txt.gz	560434a3b7ba7e690c9ddabd1ae7e01c	533867	released
cb7a885a-6f96-407f-89c0-50f00d59efd9	113872f7-02c9-4a3f-9af6-fd70130c458a.FPKM.txt.gz	6b0a77d0c754e4ba641d2de3e55d745f	526056	released
58a781c1-2464-4a9d-9ade-7d4fedcd06d3	a6af3ded-f9a0-4481-bcd8-d5e63a1e719f.FPKM.txt.gz	b74a48a526a84deda2298c319d809f0f	517470	released
5875b120-c3bb-4790-ba3d-e87d21e604f5	147fe9a0-534d-4267-9709-3878a648c755.FPKM.txt.gz	92c574cdd5f8cab36fa9a61899d083ee	582853	released
