id	filename	md5	size	state
59725cd2-040d-430e-891f-fdf82d90dfaf	670768c3-4ca7-4e06-816f-8fc7c0b4a80c.FPKM.txt.gz	a74db7d4141014e6c324313a5ce940b7	528722	released
661b678f-d983-408a-b7b4-3ec9160a727d	fc480cc8-6c95-49d1-982c-98d20b57217a.FPKM.txt.gz	c2bd10a1dc76443dc5e4b50247c55241	532441	released
9fc77cd0-43ee-4509-bd75-bfc45d34220b	c5f18a05-b05e-4419-ab3f-b52784fc4ce3.FPKM.txt.gz	024d713cdc72ab4def8fdcbee70de7fd	507607	released
4b41c027-57ad-4a2f-9087-1035aa52d753	53b97b27-881d-4a39-9b19-4cbe8cdc256a.FPKM.txt.gz	e01775dc915f0a04d00c97788cefd81e	613387	released
815ba3be-a24d-40ea-a63c-3f9f0729db3a	12e6b7d6-f93d-4ab4-90e1-59574cf0d5bc.FPKM.txt.gz	d42c5652b5347da295ac791990ee7679	536607	released
d762ada3-99c1-4ccc-a89b-d6883c075e7b	00cc9b4d-a847-464e-979a-7751e1a87ae3.FPKM.txt.gz	92e5b6012a870c0300205808e35531b1	446921	released
460e6a72-8e2d-4468-b0d9-bca26a8fa4f5	0a66b543-fdfa-4aad-97d9-8e1e5e9b165f.FPKM.txt.gz	68095d2d69db1dca957630cde6fb2353	502773	released
63296c95-fe91-42d4-bb97-b1b1d738c272	a6cd69d5-ea54-4183-aac5-2b6efb311db3.FPKM.txt.gz	4505a104ec62867e63da293b41b024ec	488390	released
a30971ef-da3a-4603-a67d-1485680a3001	f4b179c1-9d27-439b-a1ef-3dfbbd684c15.FPKM.txt.gz	785e5da68a25626678ba657d367c33c3	488833	released
5c204fe9-8fbb-43c5-afcf-3d4984e71242	193141ef-bd7c-4776-9319-04e04b4ae6b7.FPKM.txt.gz	6574de7cac038a63d315c5d53d3213dd	500833	released
87c891ee-a23d-4c0c-b9dc-c017c2ee31b2	789db3c8-c5cd-428d-aaef-e3f60c40bc9a.FPKM.txt.gz	08921df454367a65b198fd2b98aa37ae	502813	released
6c18de61-ce14-45a1-b911-4d814fb2dc62	2f05c173-adfa-40c3-baf8-02563270ff3e.FPKM.txt.gz	c8994b5c826647706be73a2ac328b5f1	451816	released
b022230b-7af3-4886-b849-e2500513b9e3	00589871-e54f-492f-988f-502670edd606.FPKM.txt.gz	fcd72c6c5965ec01b6b775be735961a5	487673	released
b73dbc63-c4ff-4976-866c-acd24c87e17a	ef8d5ef0-1834-4a2d-a916-4862ce9dc136.FPKM.txt.gz	930835bd2d975ecc2863a301637b45c8	509053	released
55beecdf-4c7d-4738-8ead-80fc3df758d1	4ea4ed16-8597-426c-9485-0fc8a8d81973.FPKM.txt.gz	1ade0df0415cc65d4a7285417d2bf18b	481945	released
383fee60-4c61-4507-b155-8cc26a936423	90a46dce-5762-47ec-925c-deff853069aa.FPKM.txt.gz	28b636c05c6322d7f6a2f3ac9505ddea	522534	released
ed47fbf1-0ac6-422c-b2dc-637f2515d214	5468841b-023c-484d-8c94-c6ae239bb28c.FPKM.txt.gz	dc4b55d9a29ed60a6545217792c3d03a	501885	released
9b329b94-39cf-4f7d-ab2e-e62cb3fbbc29	52e5f11b-9a73-4535-9e4d-720fe8feca0a.FPKM.txt.gz	bcb251ea71032053ff315fc3bbd79ab8	518205	released
89b260ab-5cbc-4c1c-ad17-f0a19b94fe69	a8cccaa0-76de-4b73-8f73-85fce2bc278b.FPKM.txt.gz	521840fd7fb201d7354ae6d3a3ff482e	519961	released
ee11dc8f-aa8e-49ae-9121-8ce211752f2e	fa73bdce-67fb-42aa-883f-635f0e7bcdc6.FPKM.txt.gz	943bc6c180c8eda32129c6eacd014e7f	497807	released
57d846df-3e9a-4835-9ae1-26c09bdf39d0	a8e396d2-9528-4d8d-8e22-f56be5397cc1.FPKM.txt.gz	a2f4483b9a5ee6d16ec9ee249874a156	475134	released
e7701f3c-3693-4ad4-ba15-c1f2defcaede	d334512c-d092-459a-aab7-a3a0e281d9d4.FPKM.txt.gz	a483284165fb9f03f922f48725cfe80f	478684	released
685dc74c-ca27-4a1c-b88d-d6f3a7c3f78e	1b843dbb-5ef0-47ca-9783-dbeb94aa6df3.FPKM.txt.gz	4a264bdec27883fe3e502de3b357471a	510376	released
c238b68b-a284-461e-a743-efab35ac47c1	fdd24a0e-f3ef-4a5a-87cf-f99884b90fb9.FPKM.txt.gz	339e6fc5c74041891ad72ab62635d1d2	518327	released
f7df2805-42fd-4da1-8517-f56bbd4fa746	f006e10f-a564-425c-8d92-0b8c3d5c038f.FPKM.txt.gz	07d3698393d77864df3ab0e9e0624cfd	469584	released
9235902d-32aa-4cce-a3ff-03704eaf16c0	d5607680-758b-4ee5-ae0f-a61f7c3133c1.FPKM.txt.gz	3a4d718dc10d6a2a68205dc3712d9316	489699	released
6d06844b-23e9-4e5e-b5cd-90c9e32a8633	934f9dc6-1260-4268-b022-870f1e37dd6f.FPKM.txt.gz	df9cf432877bced8f39211ab6ec62f50	561259	released
aa0d8449-51c1-4bb7-8f47-398f15569446	dade0b16-ecc3-43b3-b328-3819a8fc18c6.FPKM.txt.gz	43b1d52bf27d8d17a179420b268c3922	526626	released
cb9a0808-0ae6-45d7-9fce-987073ff822f	8894d65e-71ff-4d4f-9abf-b0d3c6917a0c.FPKM.txt.gz	be9884a1d47d793c2fc9a11dca555040	518522	released
bbefd02d-cb5c-44f5-a614-af97392d2ec5	a1677081-1019-45b1-be7c-420ba066a421.FPKM.txt.gz	1260e39a3974ee91054dad14d07ae643	516380	released
0e030c29-a502-49de-acb0-f63abcd3eb2e	d60b1d68-c859-43af-b9bd-1a7dae06c804.FPKM.txt.gz	23a6f1383890353d7ddfa214de28a789	493606	released
7d0ad42c-e389-4b30-9dd7-d4c008eb501c	27cc2167-5838-41d3-9d57-4c6a13f7ebf7.FPKM.txt.gz	30ced67b99879dbace2da98bd0a81da0	472042	released
2d2d6537-f78d-45c2-95d9-f770dd4bf3d7	791be1d7-104d-452d-9d2c-25276bc5f31a.FPKM.txt.gz	534ef8f7a573337bfd162b3163079fae	489975	released
7318e91a-5861-48ec-9bd4-ab9b6bb2a805	b9134508-ab9b-41ef-b6e3-745b85353a55.FPKM.txt.gz	c03e401c8e3489754d2d2026c9b97030	507513	released
04b9f961-e895-4413-989c-b218cfed408d	09977485-e1d1-41b1-b2b8-7ab0ad6df0a0.FPKM.txt.gz	54b1ebd7619cca5caaa8e59d926dafa1	496115	released
dc4d401a-8d28-4000-b286-4596e41b7e0e	97503aa9-93a5-4ff6-bb19-203ea235c2bf.FPKM.txt.gz	3ab5b64a9234849f2f0bfd50d95ee62a	496873	released
867916d3-db83-4dfd-a1d6-c9db439e93d8	d4702ec9-068f-415a-832e-ed72eaa38699.FPKM.txt.gz	a4dca8bc04ba3e37bba87f5ac28a9e17	503748	released
f0552cac-2d01-4373-872d-955ad746fdbc	0124636c-baae-48cc-82c1-26ebcebfba42.FPKM.txt.gz	09bee840ee02b687dc72369ab14e2d0e	507007	released
0bc36e6e-f2b3-4a8e-a7b7-e4bf2e00489d	ef4fdb47-ab17-4055-b8a5-ec3c2a4b7041.FPKM.txt.gz	341711e5dbb451d5faa0316e31b9c129	517197	released
f04752bd-a3c7-4e5d-9d80-4a8b729c5814	b04b6183-ac95-4bf2-93ca-2890212ef3c6.FPKM.txt.gz	6d05931f3dc6a4e181d9af32a342188e	481888	released
686314e9-bec9-4798-b0b8-39450be6b9fa	955e7043-03a9-4a8e-8e7d-cfc52546da82.FPKM.txt.gz	9016ca993c7104f865c34dd5db356da9	479289	released
c9b896b2-07b1-4b64-b2c3-3e83162628fe	3abbd2b5-04db-4fe0-8dd1-ea2b48caa4c1.FPKM.txt.gz	3f5657760f30ef627b5bed42be5410bf	508315	released
eec7d343-86db-4cf2-8fd1-594601a5d55a	30cb2eed-e635-466d-85cb-6e3d00828688.FPKM.txt.gz	6e75b56a841ee4d694565ce21faa94b0	508841	released
24542ec1-b212-4e0f-87a1-f382e26c8520	7a9228b6-e6c4-477e-bad8-f39851ab2ec8.FPKM.txt.gz	71b3a45d28971e6d7d962c9b65befd8f	520652	released
9b52e1bb-ef1a-4d71-8f84-63d596d50446	056fe861-9f3b-4693-999a-44d1d7c43ab0.FPKM.txt.gz	b257b6e7e0a25f46c5afffdb34a2c099	535710	released
da6536c6-a18a-4417-acdc-59e698edafa8	9d542d04-f330-4c19-b6d2-c66a8c1dffb8.FPKM.txt.gz	3a48b0adf8322b3c6041fedbe0e4615d	534050	released
1e6af230-7aa9-4988-8388-c1291f9bc1b7	749961c7-a8ae-4bbb-9db5-4b2aa31f9131.FPKM.txt.gz	b8d59b85bf3201463b8aba1fab16ce78	519550	released
94520678-6480-4fbd-8444-59711148cb48	e4b288d5-b877-42fb-a525-8ed6424338db.FPKM.txt.gz	4291cbe784df7c5a3fd0051911be8b03	516801	released
a0fd8f89-5fc3-4df0-b813-fc4326db6bd4	80592959-da54-41d0-9b82-ed279be3ecea.FPKM.txt.gz	196a1c001ab38219fed9f7afa65021b9	491144	released
93ee19b6-a2d3-4d42-bccb-3cc1f78b4376	9e6200b1-a5b3-4498-a678-21046585bbb8.FPKM.txt.gz	cd2cc10ec98957ff5c136c742d3d9f43	514594	released
00a48a5d-b138-4504-a9ac-fb919cb81185	9e8b528b-1172-4c07-a09b-ebb23cf2310c.FPKM.txt.gz	9fd50f776c5151ace6041b0e5ea4623c	503792	released
e06dc554-ac41-48d3-8825-c353a5972ce7	92a8c68d-23ec-467f-84c0-4876b71359f8.FPKM.txt.gz	294ef90a54e9a77a98854d83c72bda00	573399	released
ae81b121-4ee4-40b2-ab69-5821d992c0e5	cf926727-8d8a-4dea-87cb-18aeb4ab216d.FPKM.txt.gz	8c74d42454baac96a6238d9c7876e94f	537440	released
e54af379-1378-4700-b65d-cd206c10bc44	7cc30f38-a19e-4552-a5ca-64a11575abed.FPKM.txt.gz	28dcffbb2a7c033d92db7a225143c18e	536463	released
7bd80682-55ca-4103-83ad-e303500dc8f8	1a860864-2ba1-46ad-ad36-018a7b0ec08e.FPKM.txt.gz	44d5426b5b2cdb3a02c0dcdadc8199ec	534680	released
fd9bbc4d-5b8a-406e-a6ba-ef6ee3d1c402	1865f7a2-31da-4e7a-8cd5-a4c15372ffaf.FPKM.txt.gz	c8e1d00409273593755700ff8d4848a6	548027	released
faa2a901-3178-4999-be80-e8b2514ef5fc	f84a525a-7fab-4c5c-b37a-6027787ee817.FPKM.txt.gz	5b3022eaffd9822471f864967414e213	553252	released
6b63a90a-be55-4c8d-b40f-cff555073ac4	f89058bc-4cb6-4a62-b87c-2877549af6a3.FPKM.txt.gz	1e421856952632f5a4b42210b9f9a0b6	520316	released
a10d7474-5af9-46f4-bef2-17a74aad21e4	43b0eb35-8278-440a-a743-fd91ca544b1b.FPKM.txt.gz	8bd8c1864bc605bcf38eebc354393500	553766	released
26e46ade-73c9-416d-8358-0da91063a573	14a400b4-e330-4b94-bb7f-39b69800bfe9.FPKM.txt.gz	cc934c23fc66f339381fb45223942837	528767	released
b719407f-688c-4bf2-a9cb-e74c3f15f7cb	ef177d2e-0778-400c-b668-ce23f5237768.FPKM.txt.gz	4ff96a8417bbe0cee7cf58bfd854d9ce	535944	released
80b03700-2d24-4e69-880b-b201bb85080d	596f015d-1a06-4dc1-809c-74b21d40362b.FPKM.txt.gz	f5be09f2716b7aab6f82985c2bb32910	529482	released
f3674e68-302e-440a-a2b5-fd15b41dd823	9ff7df7f-e222-4094-8455-bc5f25522bee.FPKM.txt.gz	8b8c6be8692368f287c524f42b49fcea	487710	released
5f5f6598-7ba8-44e5-8271-298a9671d8dd	79e3e281-3dcc-4256-b412-5992fff62ed1.FPKM.txt.gz	057c71c0937c96b1daa2b927a64a6b90	505170	released
5990ca88-71a9-4ec3-b9b7-cf7a8c939ee4	890494a7-cfed-413e-97e9-2ccf0257d94a.FPKM.txt.gz	197d315ddfcd6bc4f2ecaaac8ba15b25	493450	released
c472acc1-752f-4395-8474-cf848caf10ba	a059cf08-5046-4a79-a82f-c07da2955035.FPKM.txt.gz	a3ef2e3eb2a94c1dc4b7d98a16ddb66a	494060	released
b10e8b6e-325f-4701-81ae-64a5e4eb7ce9	c71da743-de94-46d0-9ec0-fed1574845b9.FPKM.txt.gz	9660d4efa530683cf126b9ea274608c8	516236	released
2bf015cb-0caa-4f82-b42d-19ed764f7edc	5b1d889e-c40d-4f58-a4b3-9e9eb0835e86.FPKM.txt.gz	36b6782416d4a51811c2d0cd9ba6ce79	516243	released
aa1d153b-9d5c-4490-b078-ff7f5a615461	c763a179-e1ba-43a6-b34f-cbe73098e535.FPKM.txt.gz	998a92e94a897d8c61f2ae367fc88ae6	515368	released
36186117-b32b-4ce4-bd65-6c8a8627daac	2d683c1f-3a48-4bb8-84f9-bad6347c008b.FPKM.txt.gz	5ae8d4886db236ca6e5250e32113fffc	529198	released
34a53742-0155-4fca-81ea-eb7be7113533	7f147a1b-4ca6-481b-a79d-be653bbff528.FPKM.txt.gz	dd092992f9183b8492be8daab93cf4c3	529370	released
f2713c04-c26d-4f16-b512-4b731330df06	1b3deeeb-5fde-4154-a57f-bb575ccfb2be.FPKM.txt.gz	d6ab5ed9d0c594b8147c94f622abda14	523806	released
778df2c1-8772-489f-95c5-1f088ded6c38	adf180fd-e40c-433a-af02-9c2cfe8174bd.FPKM.txt.gz	1b38c1c6b4d91a5116096211edaa96d0	501333	released
ad720e79-5111-418b-b440-991fe6354f72	2391658d-7cf2-4a09-8dd5-19ea7a37dadf.FPKM.txt.gz	dedf34304a0509789aea83daab44b87f	513336	released
999f701a-2bd2-4e9d-94af-08d0f1be769c	dc76cdde-f77f-4604-94c4-0b150b9a56b4.FPKM.txt.gz	80e7f3092027e21e879633c74596aa37	509899	released
90d9e2d2-21c3-43a4-98ea-13719189aac7	64d2208f-1ad7-4209-8744-9eee55186fe3.FPKM.txt.gz	52d88cff9ef427b18acff2c96961829e	544491	released
eccdb9f2-7144-4223-bc12-e8ba0dba662d	12c4510a-fbad-4bff-97b5-846d4da395bd.FPKM.txt.gz	a42db09fcd3bd5be8d0a3a3d703a7238	498263	released
012e5632-e932-4b24-be77-34eac2162e07	92de83d1-ba60-413c-8d21-d066505fe306.FPKM.txt.gz	6169c34f6c1685c6ac5cfd251c9aafb4	523949	released
c3db8347-5c08-4d45-8073-715044aa372c	6b4cb1bd-9634-4494-bb7b-4ca12b4b1969.FPKM.txt.gz	ed4c30a7a88721fc988421fdfc209fd2	505515	released
a762c20a-11b4-4766-8027-c4e71ec4fe58	22a4a58f-b03a-49f7-bcc0-e387be0e651c.FPKM.txt.gz	81ed69792f243107573a12f6950dbc30	516395	released
50005243-1bab-4bcf-879a-d8d19c7c2f38	ed47bf8c-e3f0-46cb-9936-47904ce73735.FPKM.txt.gz	ed3f62680343740b8917334794c75db1	472668	released
43d3b4af-87bf-4a22-a37f-8f013f42abbf	de3d2ca0-d59f-46b3-9b15-fad972cfa86e.FPKM.txt.gz	f2918cf2c052cc3aaa3b5f6b3ff8c9bc	613386	released
66e7ba1c-972e-41fd-a3ab-1dc2c5b334d7	d861a1db-3858-4d99-9e01-21b657731ed7.FPKM.txt.gz	39215183c76dc70b97ea13e0fa02aaab	491581	released
200b1454-b19f-4f8e-a209-2ea9b02929ef	dc8b58af-5393-4e96-b23e-8b575fee9096.FPKM.txt.gz	9eca68ca8f01294475fb57f4c215765c	484190	released
36eaeb59-13f5-4bca-8917-2e5b96ca4916	c797e881-d63c-4231-b788-6d0582d84e51.FPKM.txt.gz	c2e4e902116635c8ad719fa82f6464f6	525021	released
450bd706-6f0e-4195-b159-95501fadd871	db6cc551-0cd6-49b4-8167-fff8dd55d59e.FPKM.txt.gz	c226f81ffc0c93d39a0cf67e957b7e93	491308	released
323ebcc2-dbbc-4a81-bd20-38e14d9206f3	996fa724-fa06-4f69-abd7-910a1a74e276.FPKM.txt.gz	e9b98cbcccb882c238a9f139995464ba	507391	released
f437bebb-a60d-4825-9a6f-18550175b3b7	46c4b927-c29c-4dbe-90a4-a493c37188df.FPKM.txt.gz	e39c43eb8b32200c95b0d29425dd3608	560862	released
43e4ade8-6a29-4597-8d26-e55c313f1a49	819db553-bb00-4850-a07a-e4fdef80a625.FPKM.txt.gz	8d7d40c6fca5a0db62c7e3d6d5f54e59	521863	released
e204056f-ae10-4c83-a97d-db88e3203afd	3ff465f0-6c58-41eb-bad1-15bd5cd80531.FPKM.txt.gz	9d78808153a5f1afe43611402e855f56	538155	released
d0316067-ebe5-463f-856b-9487aacf45cd	b90ebbf0-20cb-4a31-a09b-da452ad6d881.FPKM.txt.gz	3d502be42c20959b1df096f1baf407f5	537510	released
7bd412b9-b800-4b3f-8d1d-1aecb00fdc3a	fca8d596-f774-45d5-8d8d-713d7d9e9f32.FPKM.txt.gz	f49d1da2282f6395254e58336b684364	517163	released
662be7d7-43dd-4d59-8990-593f623fab94	740870ab-fb90-43be-b226-7cf1efcf547c.FPKM.txt.gz	0dc4b1a1d8b5ab228f783eaa374e621e	496860	released
18cdc990-b79b-4d4b-8fa2-614512145aa6	d31a0c1d-efd6-4500-a4ed-172317058add.FPKM.txt.gz	62aad1bee18dc4d1cc599b285368cc18	523445	released
