file_id	B_cells_naive	B_cells_memory	Plasma_cells	T_cells_CD8	T_cells_CD4_naive	T_cells_CD4_memory_resting	T_cells_CD4_memory_activated	T_cells_follicular_helper	T_cells_regulatory_Tregs	T_cells_gamma_delta	NK_cells_resting	NK_cells_activated	Monocytes	Macrophages_M0	Macrophages_M1	Macrophages_M2	Dendritic_cells_resting	Dendritic_cells_activated	Mast_cells_resting	Mast_cells_activated	Eosinophils	Neutrophils	P_value	Correlation	RMSE
e2c0e1b7-998a-4d1f-9a35-9e1c8c93d99f	0.155913984870519	0	0.124792384135945	0.0666421070612888	0	0.101408738624117	0.00874054662229267	0.0288919265173328	0.0337934329825953	0.0149739115703124	0.000917611509862224	0	0.0386257109407097	0.107003148519321	0.0413928895914306	0.252901075003991	0	0.00283164487786077	0	0.0211708871724225	0	0	0	0.53669740371315	0.847653088280317
141d614f-a0bb-4ad6-a921-c3be599717ca	0.027060925910837	0.0424662718702853	0	0.0888860427766943	0	0.173378552105316	0.0236935722447217	0.0721016066368779	0.0425184450129782	0	0.0440811637913522	0	0.0265017248964758	0.131592062073986	0.0498370323774114	0.154051568884321	0	0.105120800859679	0.0173728956567572	0	0	0.00133733490230632	0.001	0.466402197317131	0.885226540043789
c851c4cb-8104-4e30-babf-bb24c19ac8a2	0.0266091226199844	0.0575231857710807	0	0.0749557885981287	0	0.135068159669486	0.0153021646204868	0.0512433595889601	0.0801215668281035	0.0283976408336526	0.0298277005379411	0	0.0318397964403667	0.147599923827561	0.0459845149179605	0.137905719245982	0.000678243399436963	0.0410105780772522	0	0.0727677999342052	0.012248012890368	0.0109167221990438	0.002	0.429887598019695	0.902358226992352
4e9dbf95-72bf-4e76-b324-fb071911b6c8	0.0286646366432376	0.0174421780899866	0.000523500490723066	0.146434415865578	0	0.120162404531024	0.0476459132913062	0.0705397648268838	0.052346907097554	0	0	0.0351415682525838	0.0288020364414056	0.180334161901655	0.0949785184641297	0.134164687290508	0.013203786675684	0.00546500200458129	0	0.0182989160578111	0	0.00585160207534781	0	0.608541999076814	0.810880847311985
a1023017-391b-44ff-a7f4-ca647b77ec64	0.0280722814617286	0	0	0.0116588492478081	0	0.192573548708018	0.00647400611470531	0.0129180422335188	0.0281698162968932	0	0.0259910029617448	0.0212171146332283	0.00539390609170148	0.285352020483387	0.127496274269402	0.159434980872781	0.0131204559431607	0.0636954496227831	0	0.0181240523051228	0	0.00030819875401724	0	0.718279010911236	0.73215206475295
23f50639-1cd7-4f01-9665-39435b832673	0.00512899930703574	0.0241602715226131	0.0139542204817412	0.0935047626179473	0	0.122595514981753	0.0281105606688746	0.0564296329130571	0.0713080203507143	0	0	0.0416963521455756	0.0501564950697815	0.275083062552948	0.0569208720585299	0.158728575187646	0	0	0.00115854327488391	0.00106411686689888	0	0	0.001	0.476584815045936	0.879006298990505
32fa2867-9632-4340-ad22-31bc2ac9b4c5	0.0260422973689796	0.0157547731298851	0.000466087213566707	0.0996001073076123	0	0.269164916030683	0	0.0285693867381472	0.0475900668299854	0	0	0.0456804234180522	0.0535400209238001	0.0395039117628474	0.0406257223789727	0.204041689352071	0	0.101711446454204	0.0277091510911925	0	0	0	0	0.534653030195934	0.851117872487548
8cdb7434-d7b4-42f4-ae3b-17cd7aff87c0	0.0293482761337513	0.0514634863067355	0	0.0460139721349458	0	0.163121387845303	0	0.0739673309352693	0.0278853095592664	0.00314310246179064	0	0.0927873695378128	0.0434502082007313	0.153929865934783	0.0516681934865488	0.177643221661447	0.017950461058505	0.00211925968232286	0	0.0451669225548277	0.0108455090466687	0.0094961234592903	0	0.508867801293057	0.864228592028644
453165db-6362-467a-85ff-01167e292533	0.0722456738304743	0	0.0533929525013155	0.253138045509167	0	0.0316531412173742	0.0776623870453712	0.0617119006399855	0.0368266699838464	0.0215647694970971	0	0.0404487210563723	0.00980197807237834	0.0655941844542906	0.0920534380853287	0.108081776243376	0.00968550596701835	0	0.0615903067258945	0	0	0.00454854917071003	0	0.501882424859203	0.866810097707172
ff365443-a62e-47d4-95b2-4d12ab12c850	0.0675823694237837	0	0.00550123658100793	0.0611832593174549	0	0.116933389446043	0.0275278111702037	0.0641171893670831	0.0557339746398308	0	0	0.0690838814544354	0.00629443790761553	0.179402381522197	0.0760769758447392	0.112441418063164	0.00736814795260084	0.0945944328243521	0	0.0503580162131039	0	0.00580107827238497	0	0.623821739743851	0.803185839416045
