phylum	genus	genus_tax_id
Firmicutes	Heliobacterium	2697
Firmicutes	Symbiobacterium	2733
Verrucomicrobia	Verrucomicrobium	2735
Firmicutes	Vagococcus	2737
Proteobacteria	Marinobacter	2742
Firmicutes	Anaerofustis	264995
Proteobacteria	Nitrosospira	35798
Actinobacteria	Williamsia	85043
Proteobacteria	Aquamicrobium	69278
Chloroflexi	Caldilinea	233191
Firmicutes	Faecalibacterium	216851
Proteobacteria	Granulibacter	364409
Firmicutes	Hydrogenibacillus	1609627
Actinobacteria	Demequina	577469
Proteobacteria	Andreprevotia	397275
Actinobacteria	Tomitella	741759
Deinococcus-Thermus	Truepera	332248
Proteobacteria	Stappia	152161
Proteobacteria	Ahrensia	152180
Proteobacteria	Octadecabacter	53945
Proteobacteria	Thalassospira	168934
Actinobacteria	Actinospica	414715
Actinobacteria	Thermocrispum	37924
Actinobacteria	Candidatus_Aquiluna	529881
Actinobacteria	Rhodoluna	529883
Proteobacteria	Perlucidibaca	661182
Epsilonbacteraeota	Lebetimonas	267989
Firmicutes	Aneurinibacillus	55079
Proteobacteria	Nioella	1775424
Proteobacteria	Kozakia	153497
Acidobacteria	Pyrinomonas	1562565
Bacteroidetes	Dyadobacter	120831
Proteobacteria	Haematobacter	366614
Actinobacteria	Pseudoglutamicibacter	1742991
Proteobacteria	Marivivens	1759396
Actinobacteria	Ferrimicrobium	121038
Proteobacteria	Halocynthiibacter	1579315
Proteobacteria	Pararhodospirillum	1612157
Actinobacteria	Salinibacterium	235888
Proteobacteria	Oceanicola	252301
Proteobacteria	Citromicrobium	72173
Actinobacteria	Georgenia	154116
Actinobacteria	Sinomonas	596707
Firmicutes	Dehalobacter	56112
Proteobacteria	Pararhizobium	1612611
Proteobacteria	Derxia	203697
Firmicutes	Anaeromassilibacillus	1924093
Actinobacteria	Allokutzneria	1137960
Actinobacteria	Angustibacter	908626
Proteobacteria	Tistrella	171436
Proteobacteria	Gluconacetobacter	89583
Proteobacteria	Fodinicurvata	1121829
Actinobacteria	Actinosynnema	40566
Proteobacteria	Gemmobacter	204456
Proteobacteria	Candidatus_Competibacter	221279
Proteobacteria	Thioalkalivibrio	106633
Actinobacteria	Kytococcus	57499
Epsilonbacteraeota	Sulfurospirillum	57665
Proteobacteria	Falsirhodobacter	1434002
Proteobacteria	Sphingorhabdus	1434046
Bacteroidetes	Indibacter	647744
Proteobacteria	Rouxiella	1565532
Proteobacteria	Candidatus_Tremblaya	189384
Proteobacteria	Pseudorhodobacter	238783
Actinobacteria	Pseudoclavibacter	255204
Firmicutes	Psychrobacillus	1221880
Actinobacteria	Glaciibacter	501022
Actinobacteria	Tersicoccus	1418588
Firmicutes	Jeotgalibacillus	157226
Firmicutes	Rummeliibacillus	648802
Bacteroidetes	Fibrella	861914
Acidobacteria	Bryobacter	911113
Proteobacteria	Asaia	91914
Actinobacteria	Plantibacter	190323
Proteobacteria	Maribius	387095
Actinobacteria	Cellulosimicrobium	157920
Proteobacteria	Roseomonas	125216
Proteobacteria	Alcanivorax	59753
Actinobacteria	Microterricola	518733
Proteobacteria	Siccibacter	1649298
Proteobacteria	Neokomagataea	1223423
Proteobacteria	Oceaniovalibus	1207070
Proteobacteria	Ketogulonicigenium	92944
Actinobacteria	Mycetocola	76634
Proteobacteria	Salinicola	404432
Proteobacteria	Pseudaminobacter	93368
Proteobacteria	Desulfocarbo	1535192
Proteobacteria	Henriciella	453849
Actinobacteria	Sanguibacter	60919
Proteobacteria	Kiloniella	454159
Epsilonbacteraeota	Arcobacter	28196
Proteobacteria	Geobacter	28231
Actinobacteria	Yonghaparkia	355929
Proteobacteria	Roseibacterium	159345
Firmicutes	Thermicanus	94008
Firmicutes	Lagierella	1945592
Armatimonadetes	Chthonomonas	1077265
Firmicutes	Bittarella	1929297
Proteobacteria	Paenirhodobacter	1470577
Proteobacteria	Hoeflea	274591
Bacteroidetes	Rhodothermus	29548
Bacteroidetes	Muricauda	111500
Cyanobacteria	Tolypothrix	111782
Actinobacteria	Agrococcus	46352
Halanaerobiaeota	Orenia	46468
Cyanobacteria	Geitlerinema	63132
Cyanobacteria	Coleofasciculus	669368
Proteobacteria	Aquitalea	407217
Proteobacteria	Anaeromyxobacter	161492
Synergistetes	Dethiosulfovibrio	47054
Proteobacteria	Martelella	293088
Proteobacteria	Dinoroseobacter	309512
Proteobacteria	Nissabacter	1964366
Proteobacteria	Wenxinia	653686
Firmicutes	Nosocomiicoccus	489909
Proteobacteria	Commensalibacter	1079922
Firmicutes	Carboxydothermus	129957
Proteobacteria	Candidatus_Marithrix	1031282
Proteobacteria	Aminobacter	31988
Proteobacteria	Loktanella	245186
Proteobacteria	Terasakiella	196080
Proteobacteria	Azonexus	146936
Proteobacteria	Kingella	32257
Synergistetes	Aminobacterium	81466
Firmicutes	Anaerobacillus	704093
Proteobacteria	Halotalea	376488
Proteobacteria	Defluviimonas	1097466
Aquificae	Sulfurihydrogenibium	212790
Actinobacteria	Actinoalloteichus	65496
Dictyoglomi	Dictyoglomus	13
Proteobacteria	Pelobacter	18
Proteobacteria	Myxococcus	32
Proteobacteria	Stigmatella	40
Proteobacteria	Archangium	47
Proteobacteria	Donghicola	393277
Proteobacteria	Vitreoscilla	59
Proteobacteria	Simonsiella	71
Proteobacteria	Pelagibaca	360528
Bacteroidetes	Flectobacillus	101
Bacteroidetes	Runella	105
Bacteroidetes	Spirosoma	107
Planctomycetes	Planctomyces	118
Planctomycetes	Isosphaera	127
Cyanobacteria	Richelia	98443
Spirochaetes	Borrelia	138
Spirochaetes	Spirochaeta	146
Spirochaetes	Treponema	157
Proteobacteria	Candidatus_Moranella	1048757
Nitrospirae	Leptospirillum	179
Epsilonbacteraeota	Desulfurella	33001
Chloroflexi	Flexilinea	1769713
Chloroflexi	Thermobaculum	262406
Proteobacteria	Francisella	262
Firmicutes	Hathewaya	1769729
Planctomycetes	Candidatus_Jettenia	360731
Cyanobacteria	Gloeobacter	33071
Bacteroidetes	Mariniradius	1245590
Proteobacteria	Methylomonas	416
Proteobacteria	Congregibacter	393661
Cyanobacteria	Fortiea	1049006
Proteobacteria	Fluoribacter	461
Proteobacteria	Ponticoccus	983507
Chloroflexi	Thermomicrobium	499
Firmicutes	Faecalitalea	1573534
Firmicutes	Faecalicoccus	1573536
Proteobacteria	Anaplasma	768
Proteobacteria	Neptuniibacter	459520
Proteobacteria	Coxiella	776
Firmicutes	Terribacillus	459532
Chlamydiae	Chlamydia	810
Fibrobacteres	Fibrobacter	832
Epsilonbacteraeota	Wolinella	843
Firmicutes	Syntrophomonas	862
Proteobacteria	Dichelobacter	869
Proteobacteria	Desulfuromonas	890
Proteobacteria	Desulfococcus	896
Proteobacteria	Desulfomicrobium	898
Aquificae	Hydrogenobacter	939
Proteobacteria	Bdellovibrio	958
Bacteroidetes	Cytophaga	978
Bacteroidetes	Sporocytophaga	1011
Bacteroidetes	Capnocytophaga	1016
Proteobacteria	Beggiatoa	1021
Bacteroidetes	Microscilla	1023
Proteobacteria	Thiothrix	1030
Proteobacteria	Ectothiorhodospira	1051
Proteobacteria	Thiocapsa	1056
Proteobacteria	Rhodomicrobium	1068
Bacteroidetes	Chlorobium	1091
Chlorobi	Pelodictyon	1099
Bacteroidetes	Prosthecochloris	1101
Actinobacteria	Coriobacterium	33870
Chloroflexi	Chloroflexus	1107
Proteobacteria	Reinekea	230494
Cyanobacteria	Chlorogloeopsis	1123
Cyanobacteria	Microcystis	1125
Proteobacteria	Jeongeupia	885864
Cyanobacteria	Synechocystis	1142
Bacteroidetes	Terrimonas	296051
Cyanobacteria	Pseudanabaena	1152
Cyanobacteria	Aphanizomenon	1175
Firmicutes	Acetobacterium	33951
Cyanobacteria	Calothrix	1186
Cyanobacteria	Fischerella	1190
Cyanobacteria	Phormidium	1198
Cyanobacteria	Trichodesmium	1205
Acidobacteria	Acidobacterium	33973
Cyanobacteria	Prochlorothrix	1222
Proteobacteria	Neorickettsia	33993
Proteobacteria	Nitrosococcus	1227
Proteobacteria	Nitrosovibrio	1232
Proteobacteria	Acidomonas	34000
Proteobacteria	Piscirickettsia	1237
Proteobacteria	Salipiger	263377
Proteobacteria	Chitinibacter	230666
Proteobacteria	Cycloclasticus	34067
Proteobacteria	Desulfonatronum	66848
Chlamydiae	Simkania	34093
Bacteroidetes	Segetibacter	460073
Bacteroidetes	Blattabacterium	34098
Fusobacteria	Streptobacillus	34104
Cyanobacteria	Crocosphaera	263510
Proteobacteria	Candidatus_Phaeomarinobacter	1541445
Firmicutes	Aerococcus	1375
Actinobacteria	Atopobium	1380
Firmicutes	Eggerthia	1279384
Actinobacteria	Lentzea	165301
Cyanobacteria	Chroogloeocystis	329162
Proteobacteria	Allofrancisella	1869285
Cyanobacteria	Planktothricoides	132607
Bacteroidetes	Salisaeta	689697
Proteobacteria	Rudaea	886360
Proteobacteria	Candidatus_Pelagibacter	198251
Actinobacteria	Renibacterium	1645
Firmicutes	Alloiococcus	1651
Proteobacteria	Candidatus_Ruthia	1541743
Proteobacteria	Immundisolibacter	1934947
Proteobacteria	Saccharibacter	231052
Proteobacteria	Pseudophaeobacter	1541822
Proteobacteria	Sedimentitalea	1541818
Actinobacteria	Actinopolyspora	1849
Firmicutes	Mobilibacterium	1935192
Actinobacteria	Dermatophilus	1862
Actinobacteria	Libanicoccus	1935188
Bacteroidetes	Vaginella	1935184
Firmicutes	Angelakisella	1935176
Bacteroidetes	Arenitalea	1476424
Firmicutes	Rubeoparvulum	1935206
Firmicutes	Merdibacter	1935200
Proteobacteria	Woeseia	1738655
Proteobacteria	Thalassobaculum	526215
Firmicutes	Dethiobacter	427925
Actinobacteria	Piscicoccus	985001
Actinobacteria	Mobilicoccus	984996
Actinobacteria	Streptoalloteichus	2016
Firmicutes	Thermoactinomyces	2023
Actinobacteria	Kibdelosporangium	2029
Actinobacteria	Pimelobacter	2044
Actinobacteria	Mobiluncus	2050
Chloroflexi	Sphaerobacter	2056
Actinobacteria	Saccharothrix	2071
Firmicutes	Sporolactobacillus	2077
Proteobacteria	Alkalilimnicola	133193
Firmicutes	Fructobacillus	559173
Tenericutes	Acholeplasma	2147
Proteobacteria	Desulfobacter	2289
Proteobacteria	Desulfobacterium	2295
Bacteroidetes	Spongiibacterium	1247519
Halanaerobiaeota	Halanaerobium	2330
Bacteroidetes	Haliscomenobacter	2349
Proteobacteria	Desulfomonile	2357
Proteobacteria	Xylella	2370
Firmicutes	Acetonema	2373
Firmicutes	Epulopiscium	2383
Proteobacteria	Magnetovibrio	1313115
Bacteroidetes	Chloroherpeton	100715
Proteobacteria	Haematospirillum	1804663
Thermotogae	Fervidobacterium	2422
Proteobacteria	Teredinibacter	2425
Proteobacteria	Roseobacter	2433
Cyanobacteria	Trichormus	264688
Firmicutes	Caminicella	166484
Proteobacteria	Thiolapillus	1608298
Acidobacteria	Candidatus_Koribacter	658061
Aquificae	Aquifex	2713
Proteobacteria	Cardiobacterium	2717
Synergistetes	Jonquetella	428711
Proteobacteria	Hirschia	2723
Bacteroidetes	Mesonia	232115
Synergistetes	Synergistes	2753
Bacteroidetes	Cyclobacterium	68288
Proteobacteria	Puniceibacterium	1608404
Planctomycetes	Fuerstia	1936111
Chloroflexi	Ktedonobacter	363276
Proteobacteria	Aestuariivita	1608457
Bacteroidetes	Belliella	232244
Actinobacteria	Sporichthya	35750
Proteobacteria	Desulfopila	429014
Proteobacteria	Nitrococcus	35796
Nitrospinae	Nitrospina	35800
Proteobacteria	Acidiferrobacter	986106
Proteobacteria	Bilophila	35832
Acidobacteria	Holophaga	35838
Proteobacteria	Magnetospira	1182780
Actinobacteria	Lechevalieria	166974
Actinobacteria	Aestuariimicrobium	396388
Proteobacteria	Pseudorhizobium	1903858
Actinobacteria	Terracoccus	68903
Epsilonbacteraeota	Sulfurovum	265570
Verrucomicrobia	Candidatus_Xiphinematobacter	134550
Cyanobacteria	Cyanobium	167375
Actinobacteria	Ruania	626119
Proteobacteria	Sulfurivirga	364031
Firmicutes	Desulfuribacillus	1543703
Actinobacteria	Acidithrix	1609233
Bacteroidetes	Fulvivirga	396811
Bacteroidetes	Rufibacter	1379908
Firmicutes	Dubosiella	1937008
Firmicutes	Ileibacterium	1937007
Proteobacteria	Ectothiorhodosinus	233099
Proteobacteria	Gynuella	1445504
Cyanobacteria	Stanieria	102115
Chloroflexi	Anaerolinea	233189
Cyanobacteria	Gloeocapsa	102231
Cyanobacteria	Cyanobacterium	102234
Firmicutes	Alkalibacillus	331654
Proteobacteria	Sediminimonas	659427
Proteobacteria	Marivita	659428
Bacteroidetes	Salinivirga	1970191
Proteobacteria	Gulbenkiania	397456
Firmicutes	Thalassobacillus	331971
Proteobacteria	Oceanibaculum	659693
Thermotogae	Defluviitoga	1511648
Proteobacteria	Tateyamaria	299261
Proteobacteria	Confluentimicrobium	1609958
Firmicutes	Criibacterium	1937664
Acidobacteria	Candidatus_Solibacter	332162
Bacteroidetes	Zhouia	561555
Bacteroidetes	Bernardetia	1937972
Bacteroidetes	Adhaeribacter	299566
Thermotogae	Mesotoga	1184396
Firmicutes	Catenibacterium	135858
Bacteroidetes	Flavisolibacter	398041
Proteobacteria	Mizugakiibacter	1544982
Proteobacteria	Candidatus_Profftella	1381133
Actinobacteria	Austwickia	1184606
Caldiserica	Caldisericum	693074
Fusobacteria	Sneathia	168808
Proteobacteria	Wenzhouxiangella	1676142
Bacteroidetes	Lunatimonas	1774589
Proteobacteria	Novispirillum	660514
Bacteroidetes	Lentimicrobium	1840214
Actinobacteria	Arsenicicoccus	267408
Proteobacteria	Insolitispirillum	660628
Actinobacteria	Citricoccus	169133
Bacteroidetes	Flexithrix	70992
Firmicutes	Limnochorda	1676651
Firmicutes	Catellicoccus	300418
Proteobacteria	Oleibacter	759360
Proteobacteria	Motiliproteus	1775292
Firmicutes	Novibacillus	1677050
Bacteroidetes	Cellulophaga	104264
Acidobacteria	Silvibacterium	1775468
Bacteroidetes	Mucinivorans	1611681
Proteobacteria	Dethiosulfatarculus	1775574
Spirochaetes	Sphaerochaeta	399320
Chlamydiae	Waddlia	71666
Proteobacteria	Candidatus_Gullanella	1906661
Epsilonbacteraeota	Sulfurimonas	202746
Proteobacteria	Candidatus_Doolittlea	1906657
Proteobacteria	Candidatus_Hoaglandella	1906659
Proteobacteria	Zooshikella	202771
Proteobacteria	Candidatus_Portiera	235572
Cyanobacteria	Desertifilum	1185872
Proteobacteria	Desulfatirhabdium	497742
Actinobacteria	Paeniglutamicibacter	1742990
Proteobacteria	Tepidicaulis	1742977
Proteobacteria	Bergeriella	334108
Proteobacteria	Conchiformibius	334107
Proteobacteria	Thalassomonas	137583
Actinobacteria	Propionimicrobium	203133
Cyanobacteria	Nodosilinea	1120752
Actinobacteria	Sciscionella	596495
Chloroflexi	Ardenticatena	1382931
Actinobacteria	Nitriliruptor	596499
Proteobacteria	Planktomarina	1284657
Firmicutes	Aeribacillus	1055323
Bacteroidetes	Candidatus_Walczuchella	1940138
Proteobacteria	Sorangium	39643
Actinobacteria	Longispora	203522
Firmicutes	Fournierella	1940255
Actinobacteria	Actinokineospora	39845
Firmicutes	Caenibacillus	1940395
Epsilonbacteraeota	Nitratifractor	269260
Epsilonbacteraeota	Nitratiruptor	269258
Proteobacteria	Cucumibacter	1121251
Actinobacteria	Hamadaea	1121254
Firmicutes	Niameybacter	1973274
Proteobacteria	Candidatus_Blochmannia	203804
Actinobacteria	Tessaracoccus	72763
Proteobacteria	Marinovum	367771
Nitrospirae	Candidatus_Magnetobacterium	40118
Planctomycetes	Singulisphaera	466152
Bacteroidetes	Cecembia	1187078
Proteobacteria	Cobetia	204286
Firmicutes	Christensenella	990721
Proteobacteria	Inquilinus	171673
Proteobacteria	Skermanella	204447
Actinobacteria	Actinophytocola	695999
Proteobacteria	Labrys	204476
Proteobacteria	Thioploca	40751
Aquificae	Thermovibrio	171868
Proteobacteria	Spongiibacter	630749
Proteobacteria	Methylocaldum	73778
Bacteroidetes	Nitritalea	1187887
Proteobacteria	Pseudooceanicola	1679449
Bacteroidetes	Candidatus_Symbiothrix	467084
Firmicutes	Thermaerobacter	73918
Proteobacteria	Candidatus_Riesia	401618
Proteobacteria	Ewingella	41201
Proteobacteria	Euryhalocaulis	1712422
Synergistetes	Thermovirga	336260
Cyanobacteria	Gloeomargarita	1188227
Proteobacteria	Methylovulum	762296
Proteobacteria	Maricaulis	74317
Cyanobacteria	Moorea	1155738
Proteobacteria	Polymorphum	991903
Proteobacteria	Geopsychrobacter	271087
Proteobacteria	Lawsonia	41707
Proteobacteria	Candidatus_Neoehrlichia	467749
Proteobacteria	Desulfatiglans	1549126
Bacteroidetes	Candidatus_Sulcia	336809
Bacteroidetes	Rhodonellum	336827
Actinobacteria	Candidatus_Microthrix	41949
Proteobacteria	Chromohalobacter	42054
Bacteroidetes	Ignavibacterium	795750
Firmicutes	Thermacetogenium	140458
Actinobacteria	Rubrobacter	42255
Gemmatimonadetes	Gemmatimonas	173479
Proteobacteria	Elstera	1091044
Proteobacteria	Bermanella	599651
Proteobacteria	Porticoccus	1123967
Bacteroidetes	Fibrisoma	861913
Firmicutes	Ezakiella	1582879
Firmicutes	Ammonifex	42837
Bacteroidetes	Cnuella	1648511
Firmicutes	Syntrophaceticus	862071
Proteobacteria	Balneatrix	75683
Proteobacteria	Neptunomonas	75687
Firmicutes	Caldanaerobius	862261
Proteobacteria	Methyloceanibacter	1484898
Aquificae	Thermocrinis	75905
Proteobacteria	Oleiphilus	141450
Cyanobacteria	Halothece	76023
Planctomycetes	Zavarzinella	600332
Proteobacteria	Thalassobium	633130
Proteobacteria	Steroidobacter	469322
Actinobacteria	Kutzneria	43356
Spirochaetes	Turneriella	338321
Bacteroidetes	Pseudozobellia	633413
Proteobacteria	Thalassotalea	1518149
Proteobacteria	Woodsholea	240236
Proteobacteria	Desulfotalea	109168
Firmicutes	Allobaculum	174708
Actinobacteria	Jonesia	43673
Actinobacteria	Promicromonospora	43676
Bacteroidetes	Candidatus_Cardinium	273135
Actinobacteria	Solirubrobacter	207599
Proteobacteria	Syntrophus	43773
Proteobacteria	Methyloligella	1485594
Proteobacteria	Maritimibacter	404235
Spirochaetes	Candidatus_Marispirochaeta	1911565
Proteobacteria	Chitinimonas	240411
Spirochaetes	Sediminispirochaeta	1911556
Bacteroidetes	Tangfeifania	1649501
Planctomycetes	Rubinisphaera	1649490
Proteobacteria	Pseudodonghicola	1649481
Proteobacteria	Pseudopelagicola	1649483
Firmicutes	Thermobacillus	76632
Chloroflexi	Thermorudis	1649508
Cyanobacteria	Cyanothece	43988
Cyanobacteria	Hydrococcus	1616833
Proteobacteria	Oleiagrimonas	1649642
Proteobacteria	Marinicella	863253
Actinobacteria	Actinobaculum	76833
Proteobacteria	Candidatus_Tachikawaea	1682492
Firmicutes	Lentibacillus	175304
Proteobacteria	Dasania	503005
Cyanobacteria	Cylindrospermopsis	77021
Firmicutes	Filifactor	44259
Firmicutes	Oxobacter	44261
Proteobacteria	Robiginitomaculum	437506
Cyanobacteria	Candidatus_Atelocyanobacterium	1453359
Proteobacteria	Parvularcula	208215
Firmicutes	Halolactibacillus	306539
Actinobacteria	Pseudopropionibacterium	1912217
Actinobacteria	Acidipropionibacterium	1912215
Cyanobacteria	Microcoleus	44471
Cyanobacteria	Pleurocapsa	44474
Proteobacteria	Deferrisoma	1125862
Firmicutes	Hespellia	241189
Proteobacteria	Thermodesulfatator	241192
Firmicutes	Levyella	1715798
Acidobacteria	Geothrix	44675
Tenericutes	Candidatus_Izimaplasma	1912503
Proteobacteria	Holospora	44747
Firmicutes	Sporobacter	44748
Cyanobacteria	Crinalium	241421
Proteobacteria	Halodesulfovibrio	1912771
Chlamydiae	Criblamydia	340070
Proteobacteria	Desulfocurvus	700595
Proteobacteria	Leucothrix	45247
Firmicutes	Succinispira	78119
Proteobacteria	Desulfohalobium	45662
Proteobacteria	Candidatus_Thiodiazotropha	1913444
Bacteroidetes	Sediminibacterium	504481
Cyanobacteria	Dactylococcopsis	13034
Firmicutes	Globicatella	13075
Firmicutes	Candidatus_Desulforudis	471826
Tenericutes	Haloplasma	471824
Proteobacteria	Suttonella	13275
Firmicutes	Edaphobacillus	1881091
Firmicutes	Abiotrophia	46123
Deferribacteres	Geovibrio	46200
Tenericutes	Entomoplasma	46238
Tenericutes	Mesoplasma	46239
Firmicutes	Oenococcus	46254
Cyanobacteria	Rivularia	373984
Bacteroidetes	Arsenicibacter	1914260
Proteobacteria	Thiocystis	13724
Bacteroidetes	Zobellia	112040
Proteobacteria	Halobacteriovorax	1652133
Actinobacteria	Olegusella	1979843
Bacteroidetes	Chitinophaga	79328
Cyanobacteria	Mastigocoleus	996924
Proteobacteria	Snodgrassella	1193515
Proteobacteria	Candidatus_Paracaedibacter	1521255
Cyanobacteria	Geminocystis	669357
Proteobacteria	Candidatus_Puniceispirillum	767891
Proteobacteria	Hydrocarboniphaga	243627
Actinobacteria	Helcobacillus	1161125
Firmicutes	Murdochiella	1161127
Cyanobacteria	Leptolyngbya	47251
Verrucomicrobia	Cephaloticoccus	1849551
Proteobacteria	Duodenibacillus	1980697
Firmicutes	Negativibacillus	1980693
Firmicutes	Caecibacter	1980685
Firmicutes	Colibacter	1980675
Bacteroidetes	Labilibacter	1849718
Actinobacteria	Flaviflexus	1522056
Actinobacteria	Actinotignum	1653174
Actinobacteria	Kineosphaera	211469
Proteobacteria	Lutibaculum	1358438
Firmicutes	Pseudoramibacter	113286
Proteobacteria	Methylohalobius	244364
Chloroflexi	Thermogemmatispora	768669
Chloroflexi	Dehalogenimonas	670486
Firmicutes	Fenollaria	1686313
Proteobacteria	Pajaroellobacter	1882917
Cyanobacteria	Raphidiopsis	244599
Proteobacteria	Microbulbifer	48073
Proteobacteria	Marinobacterium	48075
Firmicutes	Natranaerobius	375928
Cyanobacteria	Thermosynechococcus	146785
Bacteroidetes	Salinibacter	146918
Synergistetes	Aminomonas	81411
Actinobacteria	Gryllotalpicola	1195526
Synergistetes	Thermanaerovibrio	81461
Firmicutes	Anaeromusa	81463
Actinobacteria	Thermobispora	147067
Bacteroidetes	Olivibacter	376469
Proteobacteria	Candidatus_Ishikawaella	409304
Bacteroidetes	Ochrovirga	1916646
Proteobacteria	Morococcus	212742
Synergistetes	Pyramidobacter	638847
Bacteroidetes	Gaetbulibacter	311207
Fusobacteria	Cetobacterium	180162
Proteobacteria	Bombella	1654741
Verrucomicrobia	Coraliomargarita	442430
Proteobacteria	Crenobacter	1654931
Firmicutes	Centipeda	82202
Proteobacteria	Salinisphaera	180541
Firmicutes	Anaerovibrio	82373
Proteobacteria	Mariprofundus	377315
Aquificae	Hydrogenivirga	246263
Chloroflexi	Leptolinea	475966
Chloroflexi	Levilinea	475965
Chloroflexi	Longilinea	475961
Chloroflexi	Bellilinea	475960
Firmicutes	Trichococcus	82802
Bacteroidetes	Emticicia	312278
Proteobacteria	Methylogaea	1295378
Proteobacteria	Desulfotignum	115780
Bacteroidetes	Algoriphagus	246875
Bacteroidetes	Crocinitomix	246873
Bacteroidetes	Butyricimonas	574697
Proteobacteria	Methyloversatilis	378210
Bacteroidetes	Croceitalea	574891
Bacteroidetes	Marivirga	869806
Proteobacteria	Corallococcus	83461
Actinobacteria	Enteractinococcus	1164863
Bacteroidetes	Solirubrum	1951300
Chlamydiae	Parachlamydia	83551
Proteobacteria	Tanticharoenia	444052
Bacteroidetes	Mesoflavibacter	444051
Proteobacteria	Succinimonas	83768
Proteobacteria	Wigglesworthia	51228
Bacteroidetes	Flagellimonas	444459
Firmicutes	Propionispira	84034
Proteobacteria	Rubritepida	182402
Deferribacteres	Mucispirillum	248038
Actinobacteria	Kribbella	182639
Proteobacteria	Candidatus_Endolissoclinum	1263978
Epsilonbacteraeota	Hippea	84404
Actinobacteria	Monashia	1755676
Bacteroidetes	Candidatus_Amoebophilus	281119
Halanaerobiaeota	Halonatronum	150059
Proteobacteria	Candidatus_Berkiella	1755683
Actinobacteria	Verrucosispora	84593
Aquificae	Persephonella	182899
Proteobacteria	Candidatus_Odyssella	84646
Proteobacteria	Sneathiella	510690
Actinobacteria	Beutenbergia	84756
Proteobacteria	Reyranella	445219
Actinobacteria	Alloactinosynnema	674734
Thermosulfidibacteraeota	Thermosulfidibacter	412592
Bacteroidetes	Niabella	379899
Bacteroidetes	Cesiribacter	1133570
Proteobacteria	Allochromatium	85072
Proteobacteria	Marichromatium	85076
Proteobacteria	Thiohalocapsa	85079
Proteobacteria	Halorhodospira	85108
Proteobacteria	Succinatimonas	674963
Deferribacteres	Denitrovibrio	117999
Chrysiogenetes	Chrysiogenes	118004
Proteobacteria	Rhodovibrio	85274
Proteobacteria	Roseibium	150830
Planctomycetes	Candidatus_Brocadia	380240
Bacteroidetes	Croceibacter	216431
Cyanobacteria	Myxosarcina	52605
Cyanobacteria	Xenococcus	52607
Firmicutes	Anaeroarcus	151038
Chlamydiae	Candidatus_Protochlamydia	282132
Proteobacteria	Solimonas	413435
Verrucomicrobia	Methylacidiphilum	511745
Proteobacteria	Aliihoeflea	610116
Bacteroidetes	Melioribacter	1134403
Proteobacteria	Aliiroseovarius	1658781
Bacteroidetes	Anditalea	1494913
Candidatus_Kryptonia	Candidatus_Kryptonium	1855365
Firmicutes	Bulleidia	118747
Thermotogae	Mesoaciditoga	1495038
Proteobacteria	Desulfonatronovibrio	53244
Bacteroidetes	Fabibacter	446458
Bacteroidetes	Nafulsella	1265689
Proteobacteria	Thermopetrobacter	1495041
Proteobacteria	Citreicella	282682
Proteobacteria	Desulfocapsa	53318
Cyanobacteria	Chamaesiphon	217161
Proteobacteria	Desulfospira	53328
Proteobacteria	Afifella	643217
Proteobacteria	Lamprocystis	53452
Bacteroidetes	Eudoraea	446680
Proteobacteria	Filomicrobium	119044
Firmicutes	Mogibacterium	86331
Deferribacteres	Deferribacter	53572
Proteobacteria	Caenispirillum	414051
Bacteroidetes	Aliifodinibius	1397107
Actinobacteria	Acidimicrobium	53634
Proteobacteria	Algiphilus	1266053
Actinobacteria	Propionicicella	348581
Proteobacteria	Fulvimarina	217510
Actinobacteria	Varibaculum	184869
Proteobacteria	Candidatus_Evansia	1495768
Kiritimatiellaeota	Kiritimatiella	1921784
Proteobacteria	Rhodobaca	119541
Bacteroidetes	Flavihumibacter	1004301
Bacteroidetes	Hydrotalea	1004300
Actinobacteria	Marmoricola	86795
Actinobacteria	Ferrithrix	643949
Proteobacteria	Simiduia	447467
Cyanobacteria	Chroococcidiopsis	54298
Deferribacteres	Calditerrivibrio	545865
Proteobacteria	Diplorickettsia	873565
Proteobacteria	Desulfatibacillum	218207
Proteobacteria	Natronohydrobacter	87171
Proteobacteria	Acidithiobacillus	119977
Proteobacteria	Thermithiobacillus	119979
Proteobacteria	Saccharophagus	316625
Firmicutes	Proteiniborus	415014
Proteobacteria	Desulforegula	153027
Proteobacteria	Syntrophorhabdus	513557
Proteobacteria	Sedimenticola	349742
Proteobacteria	Rappaport	1955421
Firmicutes	Dethiosulfatibacter	448125
Proteobacteria	Oceanicaulis	153232
Deinococcus-Thermus	Marinithermus	186191
Actinobacteria	Xylanimonas	186188
Proteobacteria	Muribacter	1857532
Fusobacteria	Oceanivirga	1824856
Chloroflexi	Roseiflexus	120961
Cyanobacteria	Phormidesmis	1005722
Firmicutes	Schwartzia	55506
Fusobacteria	Caviibacter	1792239
Proteobacteria	Marinagarivorans	1792291
Bacteroidetes	Robiginitalea	252306
Bacteroidetes	Maribacter	252356
Acidobacteria	Granulicella	940557
Proteobacteria	Gilvimarinus	940550
Proteobacteria	Celeribacter	875170
Proteobacteria	Thiorhodospira	154346
Calditrichaeota	Caldithrix	187144
Cyanobacteria	Cylindrospermum	56106
Proteobacteria	Fangia	482136
Firmicutes	Paucisalibacillus	351094
Proteobacteria	Roseinatronobacter	121820
