file_id	B_cells_naive	B_cells_memory	Plasma_cells	T_cells_CD8	T_cells_CD4_naive	T_cells_CD4_memory_resting	T_cells_CD4_memory_activated	T_cells_follicular_helper	T_cells_regulatory_Tregs	T_cells_gamma_delta	NK_cells_resting	NK_cells_activated	Monocytes	Macrophages_M0	Macrophages_M1	Macrophages_M2	Dendritic_cells_resting	Dendritic_cells_activated	Mast_cells_resting	Mast_cells_activated	Eosinophils	Neutrophils	P_value	Correlation	RMSE
31e4e9f3-036b-4feb-9cca-8dd430cadf4b	0.0338088674559436	0.00345544831976604	0.0665809083104381	0.0615060157148915	0	0.12111832133692	0.0179128332821637	0.0285294063260937	0.0165975797996417	0.00594479188136482	0.00826613374702736	0	0	0.361064769613173	0.0369117907073398	0.158549058403709	0.0268861920844537	0.0117200099569428	0	0.0357130616773485	0	0.00543481138278267	0	0.626901227014015	0.792321685204811
03c87ca6-047b-4eec-9303-cb439d2d4031	0.0103519064815388	0.0187394298350593	0.0950037720854221	0.146497143241665	0	0.037405250660494	0.0134452017987656	0.0512593356759042	0.0649143397377257	0	0.0520968343537533	0.0274013232470169	0.00293914146339037	0.207080284668553	0.110788982009086	0.0929348279609071	0.0242407139586147	0	0.0449015128221043	0	0	0	0.003	0.381562786387841	0.924950613818964
c44c8680-948e-49cd-aff3-7111ded055ca	0.0837966662322858	0	0.228352321032748	0.0570173154430848	0	0.159946371969541	0.0540732307828206	0	0	0.00155157991931909	0.0202161903711108	0	0	0.105655714033281	0.0846371299879953	0.132047667527036	0.0219761127628766	0.00184610341910116	0.0357794667773181	0	0	0.0131041297414816	0	0.585916741049047	0.816314431932668
c807f805-cfee-4574-93e7-ec7b27ad8e8f	0.137898287556075	0	0.0326586559051923	0.0877068684837952	0	0.0572192233725686	0.0257188652118584	0.0806525224460252	0.014684816539218	0	0	0.0010116753071842	0.00799041947349587	0.106843538505075	0.12771412692461	0.179922442882409	0.0350195960292157	0.0130970796429606	0.0844730427652037	0	0	0.00738883895511274	0	0.540218773528063	0.850575587654475
398b82be-7b84-4d5b-8e67-41203150e4f6	0.154766645916385	0	0.166281132094965	0.0809517403489016	0	0.107370774497911	0.0211333174941282	0.0408785441759491	0.0519177151179828	0	0.00336515423308876	0	0.0114656949914606	0.157021794767618	0.0374556647400194	0.109983919491585	0.00629146729805089	0.0152657538985563	0.0314965290224453	0	0	0.00435415191095188	0	0.638987139753972	0.7868888607958
dfd0d5d8-6097-49a8-89ab-26e714308124	0.0342378916421585	0	0.13344445150521	0.064025539680996	0	0.108226648715415	0.0134115930368774	0.0219793971869486	0.00865125006106829	0	0.00508639489844972	0.0169647492464276	0	0.272268908305578	0.0744674006870982	0.13205569253172	0	0.0465615640577393	0.0171028020648967	0.0308749846030525	0	0.0206407317763634	0.001	0.458687918627304	0.887875991941729
37abd91a-188e-473e-95c3-c801d28b57d8	0.00859054905221203	0.0168806059705521	0.00555300356200799	0.0203871982742057	0.00102680017830887	0.101317806290446	0.00819562973185287	0	0.0174462476935008	0	0.0192016985563256	0.00197970276654443	0	0.438370156431938	0.00998705174082478	0.160940611854254	0.0430592658067651	0.0574519128347333	0.0713103002065789	0.00953617535025119	0	0.00876528369869845	0	0.779885155694385	0.674601615863778
108d891c-7874-45f5-b90f-1b38c22cfe5c	0.0103465412869313	0.00167936221727122	0.00609532062421893	0.0970219417603823	0	0.146395717581166	0.00402148745201457	0	0	0	0.0314343541466935	0.0080991901541481	0.0307532410566958	0.22734072424092	0.0345917003877048	0.230140568392183	0.00825889720934087	0.033932601597649	0.10535279440046	0	0.00403288972309089	0.0205026677691295	0	0.590758758323946	0.822374109522733
461e72a8-48dd-456f-8d5d-4991f45cae72	0.120315973262552	0	0.129745600971422	0.0949145515453652	0.00122035830774527	0.0958082574011603	0.0451422891710354	0	0.0106966813336773	0.0253002267881527	0.00184220140223396	0	0	0.213472372780281	0.06760896682586	0.155695440697925	0	0.0154329887469158	0.022804090765674	0	0	0	0	0.572963619136304	0.828062621605626
fbcb95fa-0f51-4b10-89d7-1b946705258a	0.137132869730914	0	0.158743946319852	0.144860943915551	0	0.0872367730248751	0.0864622714982829	0.0644299458052952	0.0141772441595046	0	0	0.035890551447995	0.00581380309691079	0.0663092803602539	0.0502937554529152	0.090533243237548	0.00948871200099224	0	0.0476956176031727	0	0	0.000931042345937638	0	0.519335672104213	0.855734803613421
e9d4756a-0d71-4202-8adb-0def7f8f4959	0.0262266110579767	0.0187268451063929	0.138759136361782	0.139537884827287	0	0.018910089057306	0.0760182440190259	0.0321161613725338	0.0536954215451103	0	0.00927941887811004	0.0290118881897211	0	0.19822817690546	0.0535249578914455	0.105621117597578	0.0189504529421495	0.00901316766538425	0.0705268625882645	0	0	0.00185356399447218	0.001	0.436995392186414	0.899069703137642
b7d4a518-559f-4685-890c-aec86deb2c48	0.00790566405367024	0.0042445042725072	0.01221458092439	0.12810699974519	0	0.111519354902328	0.0478678451164864	0.0104737282478917	0	0	0.0372983890553675	0.0141135117923216	0	0.300719175423829	0.126447383308641	0.151978269585725	0.0172012940102979	0	0.00391860924314015	0.0259906903182146	0	0	0	0.718515365713996	0.733840144916944
0860d6c2-09c7-42d6-8245-1b8a02597545	0.118642608558902	0	0.103192165456417	0.0586146564199334	0	0.127137486206761	0.00944380842846663	0.0293229081319206	0.0202248111797225	0	0.0307378363285672	0	0.00687654926673357	0.278681676619906	0.047872883478987	0.116429943777711	0.00307029938600262	0	0.0406834436531956	0	0	0.00906892310677324	0	0.713673743057771	0.748698702717523
9ce2bd46-3725-43d6-b412-de62cda54398	0.0824597862191468	0	0.040260855549105	0.153612264581317	0	0.0367809140355206	0.0568134096934358	0.0426438084849696	0.0433065666721447	0.0094165436930749	0	0.00939788512354121	0	0.259544002470557	0.0881756087718535	0.12224156298083	0.0203803977540043	0	0.0349663939704994	0	0	0	0.005	0.34010639203726	0.944097178735145
172da674-63b4-43b2-97a2-36db1673dc43	0.022961748226456	0.0126824016201852	0.0154816366425528	0.065467201981995	0	0.0478922453082147	0.0550958956008223	0.0219211587920287	0.024559269812617	0	0.0392324105883964	0.0166603005062395	0.0131566847197999	0.285159839632521	0.149989407149421	0.118776969335392	0.0505278391105106	0	0.054144016215747	0	0	0.00629097475710031	0	0.734227553797823	0.730652142415383
d4950116-5f6d-4d0b-8b1f-65d4c4eac9b5	0.0539248204309581	0.0364163148985191	0.0279054039505537	0.0275201614485761	0.00317950210825431	0.119742980195876	0.0373915882747945	0	0.00838241367599849	0	0.0275428246882081	0	0.0115799823478601	0.265273072198255	0.0261327581981434	0.173722519788168	0.0576548990166262	0.043981933741227	0	0.0638383839754493	0	0.015810441062533	0	0.694693137006914	0.763294294420072
03bb0e2c-7a1c-4195-92a2-7385b19f87f9	0.0336022614837765	0	0.0107467889922976	0.36887520443816	0	0.000772073088269389	0.0352662157984669	0.0977018591602624	0.0362764463445233	0.0191889557081928	0	0.0524957355364123	0	0.0780846931424922	0.0995634917919148	0.144583313790266	0.00838679330714885	0.00301532608384202	0.00599886711044217	0.00505898400653381	0	0.000382990216999413	0	0.551618273946715	0.835223447660192
c38a3614-56fb-483a-864a-dcab7ced1ef4	0.0547370256565205	0	0.0947691821977293	0.0828203572835231	0	0.148022564758499	0.0530114794495234	0.0124975184724508	0.0273562178229056	0	0	0.0193698095611442	0.0130128197655686	0.0642756651371217	0.0622584164219548	0.1176205681769	0.147296738288154	0.0125184836609039	0.0694368598038998	0	0	0.0209962935432012	0	0.513204966386211	0.868943264085989
83a2026e-be48-4f65-851d-a73845e669c9	0.0781278754540064	0	0.148419305325388	0.100669146556965	0	0.139971704108993	0.0298661902750621	0.0189249894480152	0.00868351607004817	0	0.0161798989103051	0	0.0155958519737777	0.081776105453693	0.0663076041413532	0.173895877280058	0.0511688781590686	0.00864401008790333	0.0351003268370264	0.0133510992441896	0	0.0133176206741476	0	0.591805722641793	0.824045710067211
d03e6e73-5f95-4505-a203-cc2aafed53bb	0.0601590922076449	0	0.0596296695615272	0.0288619236844952	0	0.112515317758189	0.0375593956061938	0	0.00277545773367294	0	0.0213732531507182	0	0.00410344904976262	0.382010001000221	0.027283970734726	0.16411624548556	0.0171599548261257	0.014850981322142	0.0445421738054696	0.010231086217434	0	0.0128280278561174	0	0.740537359784057	0.718926260761975
b3867a06-e6a7-46fc-8523-672060f128e4	0.0737573284615194	0	0.0619753942719906	0.14653535072053	0	0.071306824762286	0.093592491614592	0.0657207616665995	0.027590925033725	0.00268721500164146	0.0371762253202958	0	0	0.115574453000913	0.0777204552956156	0.14861887551721	0.00154102360268687	0.0316359805246486	0.00816227426618195	0.00568249595246285	0	0.0307219249871014	0.001	0.457878499083149	0.889603235375268
1697af3c-4af1-42af-ad48-645439de173c	0.0819696963028282	0	0.0646901635062047	0.102432190730367	0	0.161410653332283	0.0379084009597892	0.00934121631111981	0.00851527221890854	0.00450442628599189	0	0.00162699348761515	0	0.242082398331194	0.0430414257495541	0.095936777787639	0.0531650371467109	0.0287669091330879	0.0640224133152485	0	0	0.000586025401458796	0	0.546937929915282	0.847410100378204
6283be9d-4077-4f2a-a523-f010196f5e4e	0.0882287219575542	0	0.308236629787455	0.0814863752873802	0	0.0835441444989181	0.0361756178445843	0.0427260373178017	0.0147716334240359	0.00583690302282904	0	0.0234879536159913	0	0.0747691565175581	0.0538722096474899	0.0751389646308249	0.0044589975125666	0.0388391408928354	0.0530527151503055	0	0.00625541594153424	0.00911938295033578	0	0.610697321264576	0.792768216542722
11fb57de-d006-42d6-8aea-ba6b85bef2fa	0.0414249389349816	0.0150108273244259	0.0130789676200232	0.233989710513236	0	0.0249898798559749	0.161626133748507	0.0336108073963396	0.00739558732262153	0	0.067043753637953	0	0.00452084690965256	0.113121106215701	0.0857998985384141	0.103924857740365	0.0277559147242586	0.041375355605496	0.00710023810420833	0.0168960952599151	0	0.00133508054792693	0	0.597559820264705	0.819240335867138
81915be2-e6d1-436f-8d9b-0f071ba16921	0.0465670745150427	0.0332141426615604	0.132768838328755	0.0550915262603859	0	0.0893736837387697	0	0.0625985960774242	0.0278168546944057	0	0.00979994325498709	0.0373175459632536	0	0.202439357138947	0.0871694172364716	0.0986751216227525	0.0010638917815638	0.0166666997586574	0.0994373069670232	0	0	0	0	0.500264100711497	0.868016842691822
4760e7bf-6aeb-4a9f-a9dd-3f179762e21b	0.123991417021409	0	0.169895899799625	0.0915606606460612	0	0.0737695292712649	0.0544904874988036	0.0307859423393235	0.0193104315322323	0	0.019174013676007	0	0.00158225261940044	0.155320656016735	0.0714155496848831	0.123816314198167	0.0180806555173152	0	0	0.032545904596009	0	0.0142602855827629	0	0.571957551571698	0.827045007239313
b3748b5e-97e4-42b1-9a04-2095e7022f9a	0.110382963623462	0	0.072150579572089	0.10362822901587	0	0.143745105335653	0.0246384960071987	0.0595190413504299	0.0271113596414917	0	0.0232132401814863	0	0.000587500352488974	0.189053369574824	0.0933017427972153	0.116974571147806	0.0086837636496988	0.00836014895425186	0.0186498887960347	0	0	0	0	0.669512638951459	0.779120356474079
8c431fd3-9a26-4bae-b5cc-0a5a31674dfe	0.0276972884834127	0	0.00925259027732763	0.0808117063948627	0	0.128124810671347	0.0204769770092344	0.0192427424851422	0.0153984862835965	0	0.0019983180988114	0.0111387901973294	0.00592761205621107	0.245141126491982	0.0414435995418396	0.197106028117474	0.0359252154281214	0.0206934785110207	0.130343492818619	0	0	0.00927773713366788	0	0.749469649466666	0.737669705434687
789ac3c2-411e-411d-888d-6934dd9d7c66	0.0706400335458625	0	0.080342953626953	0.0624653230867383	0	0.0255171834674031	0.00591147770184522	0.0684453094558992	0.0262625221975735	0.00704002779422835	0.0145476647898404	0.0223780118730893	0	0.282801967077319	0.0916303327437405	0.162866020762697	0.0434697461657205	0.0036008447950089	0	0.0271016993571512	0	0.00497888155893056	0	0.54234080292549	0.843620136457345
2bd07b76-06dd-4633-a4fa-3bd183df1a37	0.0427551201496161	0	0.13657574300761	0.176458031076235	0	0.0296650042374401	0.0615594581611175	0.0852082410407781	0.0212389199460542	0.019318254500549	0	0.0212823611449415	0	0.0880840229949447	0.0751111370537501	0.0951445513489808	0.0487052423412297	0.025473380869447	0.0734205321273069	0	0	0	0.001	0.491906920628641	0.873371329396556
3f503b47-6aa5-4a5d-b9d9-4c59d9056877	0.0169824331234717	0.00726059169445481	0.00700535270174139	0.0821543204793565	0	0.101689000712303	0.00079646212265505	0.0575345108177893	0.0240310080056607	0	0.0401269521578263	0	0.00776038239221477	0.286994917216412	0.102044972919167	0.175447016471765	0.0409775297785736	0	0	0.0384187098953119	0.00808667906862281	0.00268916044267394	0	0.775211479553881	0.702359027717316
7cd09d3d-3b50-46b5-bae4-f3c33072b234	0.0937778815681747	0	0.078537585489705	0.046783021215396	0	0.155360960762146	0.0135357756753564	0.0266850006495879	0.0123582672086742	0	0.0296376101438668	0.000298491300713739	0.0113822853808826	0.30228047882279	0.061188136437713	0.0889856569365133	0.0472640200457888	0.00145630645063486	0.00857167756669431	0.0218968443453624	0	0	0	0.623289345929229	0.801250497966231
abdd99bf-d703-400d-90ed-0f4831d3428e	0.0923403348350728	0	0.15482678049006	0.18065311224493	0	0	0.104363229477832	0.0441745981801104	0.0236988799609983	0	0	0.0334775435815694	0	0.0439067218386055	0.0635669392434088	0.078034815903531	0.02858908075122	0.00464737840004954	0.0795372275742948	0	0	0.0681833575183171	0	0.538950416908161	0.848734426929703
a926e997-b307-437d-a693-a16cea0270e6	0.111536874112593	0	0.0330513670016244	0.043859039626746	0.0364522998669905	0.141318498557786	0.00682749241747594	0	0	0	0.0431572877521466	0.0110240552091329	0	0.348374220723857	0.0149575020738577	0.120874893327472	0.0108955052179292	0.0434790490513665	0.0341919150610231	0	0	0	0	0.799871090666084	0.687842329306055
4451475a-9b9d-4a53-b578-7e8b1bf66991	0.137107001017409	0.00239146987735143	0.0947604829882335	0.09359647290743	0	0.113046190851118	0.0253350577550701	0.0492541322146532	0.0712006685057857	0	0	0.0160349329957661	0.00378326905321206	0.142676189200159	0.0615359833697221	0.0733249846910688	0.0456790235439413	0.0227319893540664	0.042436314863248	0	0	0.00510583681176538	0	0.497425782698123	0.870029711901038
6d5b476a-7d7b-4526-87b1-275715e8450c	0.0633658092666947	0	0.111561386452437	0.0960026520614288	0	0.0892228417574025	0.0252510451497306	0.0438138482525524	0.0621134658107078	0.00582669978064452	0.00226808611863616	0.00848114291575376	0.0296009992842106	0.176366134027424	0.0597784622386649	0.164089151758696	0.0221848981312655	0.00677627680874378	0.0307515827371802	0	0	0.00254551744782723	0.001	0.436610245563965	0.899262883588811
692a9531-54fd-40e2-a0f6-44ce4a5aeb1f	0.103011725459695	0	0.152097869696652	0.145419887654595	0	0	0.0617021755374562	0.0402305766454941	0.0426902680222478	0	0.0151742550221569	0.00645710024873506	0	0.180465790265941	0.0930975186083666	0.0908120349772981	0.0109934781499966	0.00419692823162161	0.053650391479744	0	0	0	0	0.59082267127562	0.818882879546184
b7818aa6-af2b-4eda-967f-3db7b30749fb	0.0714418563077598	0	0.0670780152482056	0.065749103296565	0.0740211109831381	0.203341865835997	0.0213458923165526	0	0	0	0.0425233843103422	0	0.0282106053105173	0.116857966206162	0.0391676693040623	0.0738509641724668	0.0919351362190648	0.0572659823248869	0.0202426529586729	0.0168796015081224	0.00858852836524084	0.0014996653322438	0	0.524648998819677	0.860611060670997
bb383705-5a3d-45be-b750-4b567d8b0da2	0.129534865105196	0	0.0143023190115906	0.0659787042154502	0.00457532570141243	0.0597608747970048	0.0307866698561888	0	0.0100781245917906	0	0.0336330776251895	0	0	0.322912983290455	0.0322128191567966	0.1823469655849	0.0198283476195644	0	0.0440357750115608	0	0.0491825092044864	0.000830639228413377	0	0.678521733751988	0.766578441690674
6ecd0763-39bd-42c6-8245-d86e0a81d8ce	0.155596343808359	0	0.173478069223587	0.0784902989623053	0	0.111322093615248	0.0166603167707173	0.0448541222412519	0.0395817940395822	0	0.0115585264938547	0	0.0102206739791295	0.0731484723725078	0.0439175246472235	0.0622035916191514	0.0494667424451024	0.0137066356482153	0.0775850087453603	0	0	0.0382097853884047	0	0.637489751202239	0.790065689237228
6f2d8ea4-1f44-4e9e-90af-b1de2279f90e	0.302911685897101	0.0968362348139819	0.0686520220192261	0.103236832703584	0	0.0356861504152692	0.0342689808416076	0.0835827872429842	0.0872405160076547	0	0	0	0	0.0831491080028754	0.00746447136400824	0.0579559064074472	0	0.0314624011952417	0.00755290308901876	0	0	0	0	0.801632296701741	0.645998492609241
9d8ed5c4-f7e9-4f7e-9967-f876a24d387d	0.110167999619314	0	0.0986182405025647	0.137608910134122	0	0.0794212501204891	0.0880612965411048	0.068831196252322	0	0.0143783081676761	0.0314790011829611	0.00728760354740729	0.00385397108546051	0.0593107923664238	0.0917226241870597	0.0796178398091659	0.0641674823714863	0.00507442598246493	0.0572843760746678	0	0	0.00311468205531064	0	0.559484796740097	0.841067854926021
75557714-82c6-4259-b3eb-dd7a700ba55d	0.0532115982072967	0	0.093660686475421	0.0382143779643883	0	0.207624579908584	0.0180450378549649	0.0158696243851264	0.0105693310754952	0	0.0024323895041941	0.0235149938876252	0	0.240461321197703	0.113800364593236	0.116245889338812	0.0252762793738463	8.09053018394584e-05	0	0.0248408543785144	0	0.0161517665529527	0	0.633316822802148	0.795368123159106
b4513680-285d-4486-8ffb-2492621565af	0.0042386809423803	0.00457678786438897	0.0134156332514748	0.273476396561114	0	0.0829000235583544	0.0883504894293568	0.0365636501451345	0.0199666319692473	0.00111618778499756	0.0196229376232262	0.0353388501853327	0.00519238737761863	0.116715397674297	0.102764799023326	0.152082035513521	0.0194358047540828	0	0.00666568038225969	0.0146484205505496	0.00292920540933816	0	0.001	0.482336236788138	0.875527548676337
d407ca1f-c777-4bc8-a74e-06db8558d38e	0.0391327831300917	0.0480139224955917	0.123664284488147	0.130355816383164	0	0.0801119884360248	0.0386513249890503	0.0187595729888309	0.0225168796878917	0.0223402242554152	0.00313805558099539	0.0112806473398185	0.0020782978186593	0.0740329089738621	0.0653870833804025	0.13224236626214	0.063096754743909	0.0208581468198271	0.0721869272507083	0	0	0.03215201497547	0.001	0.491042072595202	0.875233723246444
fdfc6223-996b-49af-9fa3-6636f89c961e	0.0331632273991417	0.0120633148993792	0.0531312176994296	0.0991052140802237	0	0.173486301944462	0.0692245716192047	0	0.00560810744764453	0	0	0.0407126319521594	0.00232190605700207	0.17145676003689	0.0758367469690589	0.101501967456687	0.00498864736443249	0.0838061548608736	0.0658780562978586	0	0	0.00771517391555168	0.001	0.443122314996969	0.896398096280516
f7bbbf3e-ceb9-457c-8ad2-1df758a11cee	0.0617683312921298	0.0206341201632208	0.06779165281555	0.0724717649698503	0	0.195304324408028	0.0333319481114005	0.0194933854963208	0.00272271780563301	0	0.0372082470752974	0	0.00984284185285646	0.130637563908932	0.0497673474233884	0.118209724601848	0.052772255665219	0.0131339032581784	0.082582563783536	0.0124370745430667	0	0.0198902328255453	0.001	0.493978708712492	0.875979197117646
