file_id	B_cells_naive	B_cells_memory	Plasma_cells	T_cells_CD8	T_cells_CD4_naive	T_cells_CD4_memory_resting	T_cells_CD4_memory_activated	T_cells_follicular_helper	T_cells_regulatory_Tregs	T_cells_gamma_delta	NK_cells_resting	NK_cells_activated	Monocytes	Macrophages_M0	Macrophages_M1	Macrophages_M2	Dendritic_cells_resting	Dendritic_cells_activated	Mast_cells_resting	Mast_cells_activated	Eosinophils	Neutrophils	P_value	Correlation	RMSE
dc5dd9bb-8571-48b7-8535-26eeec64faa9	0.00738676660992201	0	0	0.0129727909390896	0.00513391527131811	0.069508342062019	0.00851350703144617	0.0281067794227433	0.00415701247734175	0.00467123076170981	0.0370387541551081	0	0.171286600054451	0.0101774624303569	0.042337241457499	0.489689812062628	0	0	0.0647676819584489	0	0.0213347234943482	0.02291737981157	0	0.533334310493345	0.848437040411396
7475c0d7-c776-48ae-aba6-b4c38692bf75	0.033816948439738	0.00194210596131138	0	0.022094976756557	0	0.12978241018471	0	0.00548323539766383	0	0.00271018426268202	0.033373285020986	0	0.134017535135752	0.0704503320775232	0.0724613440693436	0.426963651047984	0	0.00602831817336572	0.0413775212706427	0	0.000914139401135117	0.0185840128006059	0.004	0.334537635529266	0.949034742902876
31c1ec3f-8fb6-41b8-9c89-59ca3ab2d36c	0.00686734450826575	0.00233308512957307	0	0.0356988053705749	0	0.0454615894157104	0	0.055565145310403	0.00172193830639275	0.00967236632401392	0.0201349888909443	0.0158701262703077	0.184344888449915	0.0167419784195572	0.036655186136413	0.519053735988914	0.00340404378622407	0	0	0.030286445835613	0.00406745502808617	0.0121208768290916	0	0.608093937881428	0.8027330009381
23768895-9695-4f95-a075-d7a52ac3545f	0	0.0212196923706858	0	0.0215007235091585	0	0.102388257037298	0	0.00744703692495577	0.0204193971710914	0	0.0224030685882763	0.0182747627142178	0.021207690003978	0.353206741801133	0.00817185809193612	0.340758099919194	0	0.0107686562946216	0.0251841504514366	0	0	0.0270498651220174	0	0.752278581956947	0.693526687731777
bb39b827-c4f4-4d13-88cb-01f258d06843	0.0173683256922671	0	0	0.0114115995912903	0	0.0422565757366288	0	0.014941890521343	0.00274669917322736	0	0.0375768590364225	0	0.0728839617731228	0.192241847233724	0.01885638502549	0.526942181221045	0	0.000872284342936183	0	0.02313960729438	0.0173644754209953	0.0213973079371277	0	0.674572442984656	0.749895611452519
7e26b92e-629a-45c1-9c00-f8f0da99c317	0.0278897388984455	0	0	0.00590285536668169	0.000151120462884471	0.0393478341260404	0	0.0148666942825824	0.0067178433959281	0.00312699343739882	0.0485089022009339	0	0.0606469337133529	0.163443625999497	0.0352402289968239	0.537985163848156	0	0	0.0364802358921656	0	0.000516258741490184	0.0191755706376191	0	0.656326693212031	0.765861748187213
c7c72460-42c0-45dc-900f-7c7e36a5344c	0.0107652016654606	0	0	0.0122980677245433	0	0.0434810731783167	0	0.0138477390699588	0.00828683146148762	0.00231682197075948	0.0243167885353057	0.0031215058464428	0.00895565099963849	0.425423121535723	0.0278442156228366	0.381665149489984	0	0	0.00164355589596471	0.0355069152155701	0	0.000527361788008005	0	0.812391742275513	0.618435914987464
a50ad948-b240-491e-b5c1-bfe82cbb881a	0.0120940327299995	0.00137219486703216	0	0	0.0294422250681713	0.0737630169955059	0	0.0232373110945927	0	0.0698179365480448	0.049138822306524	0	0.113765522029977	0	0.088798916381869	0.476901506841833	0.0085051375546956	0	0.0429400559491714	0	0	0.0102233216325841	0	0.429220991636375	0.902916656435188
eb9a1990-3d15-4d78-a118-2ba30df48ac2	0.00732307677281953	0	0.00728209113401605	0.0608771772921042	0	0.0948042618261543	0.00878791138394334	0.00871076543134137	0	0	0.0563265239245725	0	0.128538863733639	0.0456086249562915	0.0264732469136646	0.494183394600519	0	0	0	0.0253971064228228	0	0.0356869556081117	0	0.573665996295356	0.824947046971315
aab06154-3863-4249-8904-a332f5306893	0.00721426659748265	0	0	0.00227702781032145	0	0.0693402619051304	0	0.00568674621019601	0.00318860022350429	0.00934513799948577	0	0.023301648245157	0.231114959019407	0.0504602501514898	0.0334994734849342	0.452164531259194	0	0	0	0.0242411716042714	0.0569855364119157	0.0311803890775103	0	0.606112742806891	0.802179138965161
