file_id	file_name	submitter_id	case_id	case_barcode	sample_id	sample_barcode	portion_id	portion_barcode	analyte_id	analyte_barcode	aliquot_id	aliquot_barcode	fastq_name1	fastq_name2
ad060097-a74f-4acf-b7f1-d6b73694a9a6	c54b3eae-191a-4b64-8e15-f18468810148_gdc_realn_rehead.bam	ecf02cab-71ed-4e6a-9feb-26a866a5c501	34d5a193-85e5-4399-8a9b-e92858eafdfe	TCGA-A8-A0A2	9ae522c2-0fbf-493c-b3c7-a6ccd685c787	TCGA-A8-A0A2-01A	8d6dd684-f58d-44bd-833e-5b5aae85171b	TCGA-A8-A0A2-01A-11	5c92c778-fdde-45e7-8258-d0dbcd8d7990	TCGA-A8-A0A2-01A-11R	6330ab59-db9d-4b22-a96b-1024c9b4908d	TCGA-A8-A0A2-01A-11R-A034-07	110302_unc11-sn627_0067_bb04epabxx.3_2.fastq	110302_unc11-sn627_0067_bb04epabxx.3_1.fastq
169c390c-a211-4db0-a983-9bf5d6eee16e	8a567471-5a93-4987-987a-ccf7e5bf1d32_gdc_realn_rehead.bam	fdb66ace-0481-4800-9f8b-a5b952eccf8d	d8ecba6a-9fff-4993-a799-9a8d2aea524e	TCGA-E2-A1LH	c236908e-4814-409b-9fcc-2bedf60aa168	TCGA-E2-A1LH-01A	0bb3f1b6-0bcc-4c0a-a6bf-e687ff4a35e3	TCGA-E2-A1LH-01A-11	178f9133-cdff-430e-b994-ae6f2e1f2cc5	TCGA-E2-A1LH-01A-11R	66f3892f-f4ec-412c-9c56-a9e9b56a15ee	TCGA-E2-A1LH-01A-11R-A14D-07	110809_unc9-sn296_0227_ac0437abxx.4_2.fastq	110809_unc9-sn296_0227_ac0437abxx.4_1.fastq
f0173e28-7fe4-411f-a187-57fd94a7935a	173418c6-31ef-4932-a321-90ebd4514b45_gdc_realn_rehead.bam	aadabbd1-73aa-47ec-9f95-5838590fc19c	db4bc6aa-2e7d-4bcb-8519-a455f624d33b	TCGA-BH-A18Q	f225775e-e46f-4d1d-8b13-042e9776dd72	TCGA-BH-A18Q-01A	cc658492-96da-41b3-9c1d-e49daada2e54	TCGA-BH-A18Q-01A-12	7f38979a-fb2a-4476-85e1-1feffce1afb6	TCGA-BH-A18Q-01A-12R	2c75afc3-11b5-444d-b6e0-61d76b299f40	TCGA-BH-A18Q-01A-12R-A12D-07	110714_unc13-sn749_0082_ad0dgmabxx.6_2.fastq	110714_unc13-sn749_0082_ad0dgmabxx.6_1.fastq
e1088eaa-74b1-421d-a729-f76d90b136c8	95d45d7f-e91c-4713-87c6-ab320cac49f9_gdc_realn_rehead.bam	7f3c7a92-d8ce-4887-b39b-ea8ad9b4a99f	4a16429b-884f-4c95-8683-feeedf0d6a55	TCGA-A2-A0D3	f71ea58f-a4b4-464c-a276-92747efcc0b9	TCGA-A2-A0D3-01A	51cd398c-1512-4818-a7b3-f36f7609db2b	TCGA-A2-A0D3-01A-11	8b48a9b7-98be-40a8-a540-a2b6e6a6b8e9	TCGA-A2-A0D3-01A-11R	eefe67c9-48a1-4381-a3ef-81b51e46c6df	TCGA-A2-A0D3-01A-11R-A115-07	110620_unc11-sn627_0109_ad0cnfabxx.2_1.fastq	110620_unc11-sn627_0109_ad0cnfabxx.2_2.fastq
cd7c236b-2491-4d51-bc54-299206247972	8054adfd-3d66-49c5-8a73-be46e21e3745_gdc_realn_rehead.bam	78e2e821-f845-4352-99b3-17be8b468af9	316e021c-5175-4ab3-bdb6-2bf9683f657a	TCGA-AN-A041	b6fe1d5a-f1c0-470d-bf49-b5a13157d2c6	TCGA-AN-A041-01A	a9934ea7-70ed-4f4a-807b-244e3db49f84	TCGA-AN-A041-01A-11	a7dcea36-b0e6-40da-8445-62f0a1868c6d	TCGA-AN-A041-01A-11R	dc131436-aa38-4601-a42e-e3ad746d5be3	TCGA-AN-A041-01A-11R-A034-07	110218_unc12-sn629_0062_b81dehabxx.1_1.fastq	110218_unc12-sn629_0062_b81dehabxx.1_2.fastq
f91bb5f7-7158-497d-ba9d-3a8edb8aedfc	cfbd0dd0-bfaa-4920-8176-1cc83abbb78c_gdc_realn_rehead.bam	01b6a23b-409c-4b73-a318-017fd1659581	c1442467-d618-435f-8792-b1a18f696f1a	TCGA-AO-A0J5	0bbcc10c-ff75-433b-a58b-7915d27eb7d6	TCGA-AO-A0J5-01A	2fa3fad1-9943-4abb-a6e5-0bb58baa76f2	TCGA-AO-A0J5-01A-11	ce4ecb2c-f7c9-477b-bc69-f7579e46c3c8	TCGA-AO-A0J5-01A-11R	5d033f3f-b22f-4d10-b39b-0bae2b4db5be	TCGA-AO-A0J5-01A-11R-A034-07	110503_unc12-sn629_0079_ab0151abxx.6_2.fastq	110503_unc12-sn629_0079_ab0151abxx.6_1.fastq
03da1258-ea97-4bc0-b662-c89a8810b1ca	ed55df05-5bb7-48af-90c7-6d2a79dfa7eb_gdc_realn_rehead.bam	6c726888-1158-4b59-8018-eb0960640ddd	13ca97a1-75bb-4a49-b8c3-181e5b2c9e86	TCGA-AR-A0TT	8b5c92b7-52d5-4859-926f-f1264e9c1650	TCGA-AR-A0TT-01A	230628cf-b94f-418c-b630-833dace39555	TCGA-AR-A0TT-01A-31	fa4fdb0f-87e2-4dee-8c0a-8dd4da0c6899	TCGA-AR-A0TT-01A-31R	dc2ddb88-79d7-44b2-a770-a5f7dde21e3c	TCGA-AR-A0TT-01A-31R-A084-07	110315_unc9-sn296_0160_bb05l8abxx.3_2.fastq	110315_unc9-sn296_0160_bb05l8abxx.3_1.fastq
76cfc793-daa2-4b19-9d93-5bededc960c7	f5099442-8742-4f51-b88b-52ac9253d4f8_gdc_realn_rehead.bam	00a31b7f-51cc-47bd-a7fb-45d19dd04896	8cd1ba0b-ead9-4661-a796-6c9dbf1c42cd	TCGA-AC-A8OR	4b35717e-b682-4b39-a5ef-5c9c037e6304	TCGA-AC-A8OR-01A	0bc1d848-3f3c-4cbc-b7e0-0d86988b2dfa	TCGA-AC-A8OR-01A-21	a5f65542-0a07-47d1-be18-071e984c3e13	TCGA-AC-A8OR-01A-21R	15c73666-b316-4108-97e9-9d0e40540a2c	TCGA-AC-A8OR-01A-21R-A41B-07	140828_unc11-sn627_0378_ac5fawacxx_gatcag_l004_2.fastq	140828_unc11-sn627_0378_ac5fawacxx_gatcag_l004_1.fastq
643071f7-8e09-4fc6-802d-ba8f48c42568	70e4fca5-7f26-442f-9c8a-3edb527d35a5_gdc_realn_rehead.bam	5534c2ac-8a60-450a-91cc-2ab538d9bd38	3e637872-f5e5-49d3-bb0d-9c16b8713382	TCGA-LL-A73Z	e6142f96-4b9b-4691-8e7d-47d36bbdf37f	TCGA-LL-A73Z-01A	0755ad08-4dd9-4baf-897f-b3ff52ad0165	TCGA-LL-A73Z-01A-11	1f8695d8-6f99-42a9-88e0-bdd313da4b98	TCGA-LL-A73Z-01A-11R	9ec15bb0-29a1-4285-8d6b-f9e5fa1b5126	TCGA-LL-A73Z-01A-11R-A32P-07	131015_unc11-sn627_0327_ac2nd3acxx_atcacg_l008_2.fastq	131015_unc11-sn627_0327_ac2nd3acxx_atcacg_l008_1.fastq
09c91c5f-c11c-45ce-aca8-b25833144446	62d6fac6-c8d4-4923-9bcd-b6ec8df14605_gdc_realn_rehead.bam	dd216925-a00e-48ba-b916-f3407dac2865	5cd79093-1571-4f71-8136-0d84ccabdcac	TCGA-WT-AB44	081947cf-1635-4a57-9903-0c405ead6d84	TCGA-WT-AB44-01A	3921a510-e9e0-4fe2-8e93-3853150a235b	TCGA-WT-AB44-01A-11	0158a3bd-471b-4416-8c1f-b400ad07373c	TCGA-WT-AB44-01A-11R	77ea5b95-f8df-4fae-b271-182680c4a62a	TCGA-WT-AB44-01A-11R-A41B-07	140821_unc11-sn627_0377_bc5eruacxx_attcct_l008_2.fastq	140821_unc11-sn627_0377_bc5eruacxx_attcct_l008_1.fastq
3fed86af-299b-40c9-9f23-e6d3b9c46a4f	2497029b-99ec-4309-b2fb-9722708ae83e_gdc_realn_rehead.bam	b93cc846-26e3-4d5e-9d42-99c1a2924fc4	0cf0d67c-2f7f-42a6-94f3-407d0ec46c88	TCGA-AC-A4ZE	2bd0e061-f49d-4f0c-a76d-1a647860e0d0	TCGA-AC-A4ZE-01A	f57b271f-fd4e-40b8-9a8a-3cce591c2c84	TCGA-AC-A4ZE-01A-11	0b1247d0-49fd-49b0-820d-555cf33bfbe7	TCGA-AC-A4ZE-01A-11R	089da1d2-bdac-4ef2-9d59-2d144f77d5da	TCGA-AC-A4ZE-01A-11R-A41B-07	140821_unc11-sn627_0377_bc5eruacxx_gatcag_l004_1.fastq	140821_unc11-sn627_0377_bc5eruacxx_gatcag_l004_2.fastq
1c46dae1-6cd7-452a-81c4-5c1ae6aa9148	c79fd4ee-51a2-4566-b6fd-7c883e5f09d6_gdc_realn_rehead.bam	a1f9150b-6551-480a-89f4-202f96b7f1be	a412b374-4d25-491f-b76f-ddaa989acf59	TCGA-E9-A5UP	d5de71c5-b810-426d-a1f9-7f7ff07b775f	TCGA-E9-A5UP-01A	d002510f-d9cd-4b3c-85d2-ca98a48952ea	TCGA-E9-A5UP-01A-11	746dfef1-2949-441a-9c35-c465e983aab4	TCGA-E9-A5UP-01A-11R	0a9af348-b2a7-4fad-b939-7eda53e4f5a0	TCGA-E9-A5UP-01A-11R-A28M-07	130513_unc14-sn744_0340_bd250cacxx_gatcag_l003_1.fastq	130513_unc14-sn744_0340_bd250cacxx_gatcag_l003_2.fastq
8024ba20-31df-4795-af4d-79d62c547625	8c79a273-5fee-4e0a-aa2c-c6f83c9d9b73_gdc_realn_rehead.bam	bd05dec6-7ea2-419b-9aa7-ddbc67abe65d	d5be2ab3-f748-480d-954b-385cf01b4c81	TCGA-D8-A27N	4f69c5f3-4e8c-4b71-a5fe-3179412c17e6	TCGA-D8-A27N-01A	4cadc941-dd67-4e3c-9457-6ccc11ce286f	TCGA-D8-A27N-01A-11	61bf7540-a5b0-4cab-a382-a549484ca393	TCGA-D8-A27N-01A-11R	50808f98-d10b-4190-aff7-428f56abb0f9	TCGA-D8-A27N-01A-11R-A16F-07	111005_unc12-sn629_0147_ab01mfabxx.7_1.fastq	111005_unc12-sn629_0147_ab01mfabxx.7_2.fastq
96621784-c142-4720-bfa6-a25e54f21b98	142db089-8591-459d-817c-a60b8b60e381_gdc_realn_rehead.bam	013af1c1-71c4-4e93-9904-acef9ba14c94	dc15a8ae-991e-421c-bc70-70e94f79dd17	TCGA-E2-A10E	30ce2884-2ce3-4d6a-b758-17a554d6238c	TCGA-E2-A10E-01A	d16945bf-6cfc-4e9a-8cd2-691248c1008a	TCGA-E2-A10E-01A-21	e623e2c2-69cd-4418-ae57-02c26645dab6	TCGA-E2-A10E-01A-21R	0e932148-a592-42e2-b1df-4fd599db21e9	TCGA-E2-A10E-01A-21R-A10J-07	110517_unc13-sn749_0065_bc02lhabxx.7_2.fastq	110517_unc13-sn749_0065_bc02lhabxx.7_1.fastq
24c4e72e-7b5c-4845-acce-855e2d79663d	01b10b2c-282f-4fd0-9878-bd7ca3aa505c_gdc_realn_rehead.bam	c97c0689-6a4c-4523-8b94-d9578be7ca58	959ff069-8a49-4c9b-85c2-5291cac0acff	TCGA-C8-A3M7	668220ce-7e03-4ccf-99f9-99127ddf9806	TCGA-C8-A3M7-01A	aa1b3aa5-9c2f-47be-bcb3-4844ef03da20	TCGA-C8-A3M7-01A-12	79d7b17a-1a23-4305-8b99-906aec4f9a9c	TCGA-C8-A3M7-01A-12R	b55b6630-7cf5-4bca-b76f-e135271018e4	TCGA-C8-A3M7-01A-12R-A21T-07	120529_unc16-sn851_0164_ad12vaacxx_acttga_l005_2.fastq	120529_unc16-sn851_0164_ad12vaacxx_acttga_l005_1.fastq
